Connector Type,Connector Type
Provider Name,Leverantörens namn
Name cannot contain special characters like {0},Namnet får inte innehålla specialtecken som {0}
Enable Gradients,Aktivera gradienter
Default Sort Order,Standard sorteringsorder
Showing only Numeric fields from Report,Visar endast Numeriska fält från Rapport
folder-open,mapp-open
Is Table,Är tabell
Unable to open attached file. Did you export it as CSV?,Det går inte att öppna bifogad fil. Har du exporterat det som CSV?
No Copy,Ingen kopia
Default Value,Standardvärde
Append To is mandatory for incoming mails,Tillägg till är obligatorisk för inkommande mail
Data Migration Mapping Detail,Data Migration Mapping Detalj
Unfollow,Sluta följa
"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.",PDF-utskrift via &quot;Raw Print&quot; stöds ännu inte. Ta bort skrivarkartläggningen i skrivarinställningar och försök igen.
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,Vänligen kontrollera din registrerade e-postadress för instruktioner om hur du fortsätter. Stäng inte detta fönster eftersom du måste återvända till det.
Insert Column Before {0},Infoga kolumn före {0}
GCalendar Settings,GCalendar Inställningar
HTML for header section. Optional,HTML för huvudrubrik. Valfri
_report,_Rapportera
Code,Koda
Fraction Units,Fraktionsenheter
Export Customizations,Exportera anpassningar
Force,Tvinga
User Email,Användar Email
 Advanced Settings,Avancerade inställningar
Redirect To,Omdirigera till
Stopped,stoppad
Google API Credentials,Googles API-referenser
Subject,Ämne
Revert,Återgå
File backup is ready,Filbackup är klar
Add custom javascript to forms.,Lägg till anpassat javascript till formulär.
Add custom forms.,Lägg till egna formulär.
This report was generated on {0},Rapporten genererades den {0}
This document has been reverted,Detta dokument har återställts
Mapping Type,Kartläggningstyp
Please select document type first.,Var god välj dokumenttyp först.
Make use of longer keyboard patterns,Använd längre tangentbordsmönster
Are you sure you want to delete the attachment?,Är du säker på att du vill ta bort bilagan?
ap-southeast-2,ap-southeast-2
Please verify your Email Address,Vänligen verifiera din email adress
About Us Settings,Om oss Inställningar
Avoid sequences like abc or 6543 as they are easy to guess,Undvik sekvenser som abc eller 6543 eftersom de är lätta att gissa
Insert Below,Infoga nedan
Error in Custom Script,Fel i anpassad script
Please specify which date field must be checked,Ange vilket datumfält som ska kontrolleras
Feedback,Återkoppling
"Invalid ""depends_on"" expression",Ogiltigt &quot;depends_on&quot; -uttryck
Session Expired,Sessionen löpte
Sent Read Receipt,Skickat läsmottagning
Tools,Verktyg
Contacts,Kontakter
Document Share Report,Dokumentandelrapport
Filter List,Filterlista
Notification Tones,Meddelande toner
You have used up all of the space allotted to you. Please buy more space in your subscription.,Du har använt allt utrymme som tilldelats dig. Var god köpa mer utrymme i din prenumeration.
"Expression, Optional","Uttryck, Valfritt"
Mandatory Information missing:,Obligatorisk information saknas:
DocType is a Table / Form in the application.,DocType är en tabell / blankett i ansökan.
Primary,Primär
Setup Reports to be emailed at regular intervals,Installationsrapporter ska mailas med jämna mellanrum
"You seem to have written your name instead of your email. \
				Please enter a valid email address so that we can get back.",Du verkar ha skrivit ditt namn istället för ditt e-postmeddelande. \ Vänligen ange en giltig e-postadress så att vi kan komma tillbaka.
Website Settings,Webbplatsinställningar
Background Email Queue,Bakgrunds e-postkö
{0} and {1},{0} och {1}
There was an error saving filters,Det fanns ett fel att spara filter
Enter your password,Ange ditt lösenord
Success! You are good to go ?,Framgång! Du är bra att gå ?
Cannot delete Home and Attachments folders,Det går inte att ta bort mappar för hem och bilagor
Settings for Contact Us Page,Inställningar för Kontakta oss sida
Social Login Provider,Social inloggningsleverantör
Previous Hash,Föregående Hash
Value Changed,Värde ändrats
Report Type,Rapporttyp
Default Address Template cannot be deleted,Standardadressmall kan inte raderas
Please set script URL on Gsuite Settings,Ange script-webbadressen på Gsuite-inställningar
Invalid limit {0},Ogiltig gräns {0}
No of emails remaining to be synced,Inga e-postmeddelanden kvarstår att synkroniseras
User ID,användar ID
Website,Hemsida
sa-east-1,sa-öst-1
Notification Recipient,Meddelande Mottagare
Module,Modul
Address Type,Adresstyp
"If this is checked, rows with valid data will be imported and invalid rows will be dumped into a new file for you to import later.",Om detta är markerat kommer rader med giltig data att importeras och ogiltiga rader dumpas till en ny fil för att importera senare.
Fieldname {0} appears multiple times in rows {1},Fältnamn {0} visas flera gånger i rader {1}
Error Log,Felloggen
Half,Halv
Home Page,Hemsida
Current Mapping Start,Aktuell kartläggning Start
eye-close,öga-close
Assignment closed by {0},Uppgift stängt av {0}
Next Date's day and Repeat on Day of Month must be equal,Nästa datum dag och repetition på dagen för månaden måste vara lika
Comments cannot have links or email addresses,Kommentarer kan inte ha länkar eller e-postadresser
Reference Communication,Referenskommunikation
Mandatory:,Obligatorisk:
Setting up your system,Ställa in ditt system
