apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Dostupna su nova {} izdanja za sljedeće aplikacije
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,Odaberite polje Količina.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,Učitavanje datoteke za uvoz ...
DocType: Assignment Rule,Last User,Posljednji korisnik
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}","Novi zadatak, {0}, dodijeljen Vama od {1}. {2}"
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,Zadržane sesije su spremljene
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,Učitaj datoteku
DocType: Email Queue,Email Queue records.,E-Queue zapisa.
DocType: Post,Post,poslije
DocType: Address,Punjab,Punjab
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,Preimenuj više proizvoda slanjem .csv datoteke.
DocType: Workflow State,pause,Pauza
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,Nemate dozvolu pristupa ovoj stranici.
DocType: About Us Settings,Website,Web stranica
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,Morate biti prijavljeni da biste pristupili ovoj stranici
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,Napomena: Više sjednice će biti dopušteno u slučaju mobilnog uređaja
DocType: DocType,Form Settings,Postavke obrasca
apps/frappe/frappe/templates/emails/download_data.html,Download Data,Preuzmite podatke
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,Trajno Podnijeti {0} ?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,Preuzmite sigurnosnu kopiju datoteka
DocType: Address,County,Okrug
DocType: Workflow,If Checked workflow status will not override status in list view,Ako je označeno stanje tijeka rada neće poništiti status u prikazu popisa
apps/frappe/frappe/client.py,Invalid file path: {0},Pogrešna Put datoteke: {0}
DocType: Workflow State,eye-open,oku-otvaranje
DocType: Email Queue,Send After,Pošalji Nakon
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,Molimo odaberite datoteku ili url
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} Tree
DocType: User,User Emails,e-pošta korisnika
DocType: User,Username,Korisničko ime
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,Uvoz Zip
apps/frappe/frappe/model/base_document.py,Value too big,Vrijednost prevelika
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,Pokreni test skripte
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,Odaberite Google kalendar s kojim događaj treba sinkronizirati.
DocType: Data Import,Total Rows,Ukupno redaka
DocType: Contact,Department,Odjel
DocType: DocField,Options,Opcije
apps/frappe/frappe/client.py,Cannot edit standard fields,Nije moguće uređivati standardna polja
DocType: Print Format,Print Format Builder,Graditelj Oblika Ispisa
DocType: GCalendar Account,Calendar Name,Naziv kalendara
DocType: Report,Report Manager,Prijavite Manager
DocType: Workflow,Document States,Dokument Države
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,Žao nam je! Nisam mogao pronaći ono što su tražili.
DocType: Data Migration Run,Logs,Dnevnici
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,Došlo je do pogreške prilikom spremanja filtara
DocType: Custom DocPerm,This role update User Permissions for a user,Ova uloga ažuriranje korisnik dozvole za korisnika
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Preimenuj {0}
DocType: Workflow State,zoom-out,umanji
DocType: Data Import Beta,Import Options,Opcije uvoza
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,Ne možete otvoriti {0} kada je instanca je otvoren
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabela {0} ne može biti prazno
DocType: SMS Parameter,Parameter,Parametar
