apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,ການປ່ອຍໃຫມ່ {} ສໍາລັບແອັບຯຕໍ່ໄປນີ້ມີຢູ່
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,ກະລຸນາເລືອກພາກສະຫນາມຈໍານວນ.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,ກຳ ລັງໂຫລດໄຟລ໌ ນຳ ເຂົ້າ ...
DocType: Assignment Rule,Last User,ຜູ້ໃຊ້ສຸດທ້າຍ
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}","A ວຽກງານໃຫມ່, {0}, ໄດ້ຮັບການມອບຫມາຍໃຫ້ທ່ານໂດຍ {1}. {2}"
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,ຄ່າເລີ່ມຕົ້ນຂອງເຊດຊັນ
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,ໂຫລດໄຟລ໌ຄືນ
DocType: Email Queue,Email Queue records.,ແຖວ Email ການບັນທຶກການ.
DocType: Post,Post,Post
DocType: Address,Punjab,Punjab
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,ປ່ຽນຊື່ຈໍານວນຫຼາຍໂດຍອັບໂຫລດໄຟລ໌ .csv ເປັນ.
DocType: Workflow State,pause,ພັກໄວ້
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,ເຈົ້າຍັງບໍ່ໄດ້ອະນຸຍາດໃຫ້ເຂົ້າເຖິງຫນ້ານີ້.
DocType: About Us Settings,Website,ເວັບໄຊທ໌
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,ທ່ານຈໍາເປັນຕ້ອງເຂົ້າສູ່ລະບົບເພື່ອເຂົ້າສູ່ຫນ້ານີ້
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,ຫມາຍເຫດ: ບົດຫຼາຍຈະໄດ້ຮັບການອະນຸຍາດໃຫ້ໃນກໍລະນີຂອງອຸປະກອນໂທລະສັບມືຖື
DocType: DocType,Form Settings,ການຕັ້ງຄ່າແບບຟອມ
apps/frappe/frappe/templates/emails/download_data.html,Download Data,ດາວໂຫລດຂໍ້ມູນ
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,ຢ່າງຖາວອນຍື່ນສະເຫນີການ {0}?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,ດາວນ໌ໂຫລດໄຟລ໌ Backup
DocType: Address,County,county
DocType: Workflow,If Checked workflow status will not override status in list view,ຖ້າຫາກວ່າສະຖານະ workflow ຕວດສອບຈະບໍ່ override ສະຖານະພາບຢູ່ໃນບັນຊີລາຍການ
apps/frappe/frappe/client.py,Invalid file path: {0},ເສັ້ນທາງຂອງໄຟທີ່ບໍ່ຖືກຕ້ອງ: {0}
DocType: Workflow State,eye-open,ຕາເປີດ
DocType: Email Queue,Send After,ສົ່ງຫຼັງຈາກ
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,ກະລຸນາເລືອກໄຟລ໌ຫຼື url
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} ເປັນໄມ້ຢືນຕົ້ນ
DocType: User,User Emails,ອີເມວຜູ້ໃຊ້
DocType: User,Username,ຊື່ຜູ້ໃຊ້
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,ນໍາເຂົ້າ Zip
apps/frappe/frappe/model/base_document.py,Value too big,ມູນຄ່າຂະຫນາດໃຫຍ່ເກີນໄປ
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,ການທົດສອບ Script Run
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,ເລືອກ Google Calendar ເຊິ່ງເຫດການໃດຄວນຖືກຊິ້ງຂໍ້ມູນ.
DocType: Data Import,Total Rows,ລວມແຖວ
DocType: Contact,Department,ພະແນກ
DocType: DocField,Options,ທາງເລືອກໃນການ
apps/frappe/frappe/client.py,Cannot edit standard fields,ບໍ່ສາມາດແກ້ໄຂນາມາດຕະຖານ
DocType: Print Format,Print Format Builder,Builder ຮູບແບບພິມ
DocType: GCalendar Account,Calendar Name,ຊື່ປະຕິທິນ
DocType: Report,Report Manager,ບົດລາຍງານ Manager
DocType: Workflow,Document States,ເອກະສານລັດອະເມລິກາ
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,ຂໍໂທດ! ຂ້າພະເຈົ້າບໍ່ສາມາດຊອກຫາສິ່ງທີ່ທ່ານໄດ້ຮັບການຊອກຫາສໍາລັບ.
DocType: Data Migration Run,Logs,ຂໍ້ມູນບັນທຶກ
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,ມີຂໍ້ຜິດພາດໃນການປະຢັດຕົວກອງ
DocType: Custom DocPerm,This role update User Permissions for a user,ນີ້ປັບປຸງພາລະບົດບາດການອະນຸຍາດຜູ້ໃຊ້ວຽກຂອງຜູ້ໃຊ້
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},ປ່ຽນຊື່ {0}
DocType: Workflow State,zoom-out,ຂະຫຍາຍອອກ
DocType: Data Import Beta,Import Options,ຕົວເລືອກການ ນຳ ເຂົ້າ
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,ບໍ່ສາມາດເປີດ {0} ໃນເວລາຍົກຕົວຢ່າງຂອງຕົນເປີດ
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,ຕາຕະລາງ {0} ບໍ່ສາມາດປ່ອຍຫວ່າງ
DocType: SMS Parameter,Parameter,ພາລາມິເຕີ
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,ຮູບພາບ
DocType: Activity Log,Reference Owner,ເຈົ້າຂອງກະສານອ້າງອີງ
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,ຂະຫນາດນ້ອຍສຸດຫນ່ວຍບໍລິການແຜ່ແຕ່ສ່ວນຫນຶ່ງ (ບ້ານ). ສໍາລັບຕົວຢ່າງ: 1 ເປີເຊັນສໍາລັບ USD ແລະມັນຄວນຈະໄດ້ຮັບການເຂົ້າໄປເປັນ 001
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Row {1}"
DocType: DocField,Markdown Editor,ບັນນາທິການ Markdown
apps/frappe/frappe/model/document.py,Beginning with,ເລີ່ມຕົ້ນດ້ວຍ
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Template ນໍາເຂົ້າຂໍ້ມູນ
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,ມີຂໍ້ຜິດພາດເກີດຂື້ນໃນຂະນະທີ່ ກຳ ນົດຄ່າ Session Default
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,ພໍ່ແມ່
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},ພວກເຮົາໄດ້ຮັບ ຄຳ ຮ້ອງຂໍຈາກທ່ານເພື່ອດາວໂຫລດຂໍ້ມູນ {0} ຂອງທ່ານທີ່ກ່ຽວຂ້ອງກັບ: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","ຖ້າເປີດການ, ມີຄວາມເຂັ້ມແຂງລະຫັດຜ່ານຈະຖືກບັງຄັບໃຊ້ໂດຍອີງໃສ່ມູນຄ່າຕໍາ່ສຸດທີ່ຄະແນນລະຫັດຜ່ານ. A ຄ່າຂອງ 2 ເປັນທີ່ເຂັ້ມແຂງຂະຫນາດກາງແລະ 4 ເປັນທີ່ເຂັ້ມແຂງທີ່ສຸດ."
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","ຖ້າເປີດການ, ມີຄວາມເຂັ້ມແຂງລະຫັດຜ່ານຈະຖືກບັງຄັບໃຊ້ໂດຍອີງໃສ່ມູນຄ່າຕໍາ່ສຸດທີ່ຄະແນນລະຫັດຜ່ານ. A ຄ່າຂອງ 2 ເປັນທີ່ເຂັ້ມແຂງຂະຫນາດກາງແລະ 4 ເປັນທີ່ເຂັ້ມແຂງທີ່ສຸດ."
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;ສະພາ&quot; ຫຼື &quot;ການຈັດການ&quot;
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',ມາດຕະຖານສໍາລັບປະເພດ &#39;ກວດສອບຂອງພາກສະຫນາມຈະຕ້ອງບໍ່ວ່າຈະ&#39; 0 &#39;ຫລື&#39; 1 &#39;
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,ໃນມື້ວານນີ້
DocType: Contact,Designation,ການອອກແບບ
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,ການເຊື່ອມໂຍງແບບອັດຕະໂນມັດສາມາດເປີດໃຊ້ໄດ້ ສຳ ລັບບັນຊີ Email ດຽວເທົ່ານັ້ນ.
DocType: Test Runner,Test Runner,ການທົດສອບ Runner
DocType: Auto Repeat,Monthly,ປະຈໍາເດືອນ
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,ເຮັດໃຫ້ສາມາດເຂົ້າມາ
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,ອັນຕະລາຍ
DocType: Address,Email Address,ທີ່ຢູ່ອີເມວ
DocType: Workflow State,th-large,th-ຂະຫນາດໃຫຍ່
DocType: Communication,Unread Notification Sent,ແຈ້ງຍັງບໍ່ໄດ້ສົ່ງ
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,ການສົ່ງອອກບໍ່ໄດ້ອະນຸຍາດໃຫ້. ທ່ານຈໍາເປັນຕ້ອງ {0} ບົດບາດໃນການສົ່ງອອກ.
DocType: Assignment Rule,Automatically Assign Documents to Users,ມອບເອກະສານໃຫ້ຜູ້ຊົມໃຊ້ໂດຍອັດຕະໂນມັດ
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,ຍົກເລີກ
DocType: System Settings,In seconds,ໃນວິນາທີ
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,ຍົກເລີກ {0} ເອກະສານ?
DocType: DocType,Is Published Field,ແມ່ນຈັດພີມມາຢູ່ພາກສະຫນາມ
DocType: GCalendar Settings,GCalendar Settings,GCalendar Settings
DocType: Email Group,Email Group,Group Email
