apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Sunt disponibile noi versiuni {} pentru următoarele aplicații
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,Vă rugăm să selectați o Suma de câmp.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,Se încarcă fișierul de import ...
DocType: Assignment Rule,Last User,Ultimul utilizator
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}","O nouă sarcină, {0}, v-a fost atribuită de catre {1}. {2}"
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,Salvarea implicită a sesiunii
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,Reîncărcați fișierul
DocType: Email Queue,Email Queue records.,înregistrări de e-mail coadă.
DocType: Post,Post,Publică
DocType: Address,Punjab,Punjab
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,Redenumiti multiple elemente prin încărcarea unui fișier csv..
DocType: Workflow State,pause,pauză
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,Nu-ți este permis accesul la această pagină.
DocType: About Us Settings,Website,Site web
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,Trebuie să fii conectat pentru a putea accesa această pagină
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,Notă: sesiuni multiple vor fi permise în caz de dispozitiv mobil
DocType: DocType,Form Settings,Setări formular
apps/frappe/frappe/templates/emails/download_data.html,Download Data,Descărcați date
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,Permanent Trimite {0}?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,Descărcați fișierele de rezervă
DocType: Address,County,județ
DocType: Workflow,If Checked workflow status will not override status in list view,În cazul în care starea fluxului de lucru Înregistrate nu va suprascrie starea în vizualizarea listă
apps/frappe/frappe/client.py,Invalid file path: {0},Cale de fișier nevalid: {0}
DocType: Workflow State,eye-open,-ochi deschis
DocType: Email Queue,Send After,Trimite După
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,Vă rugăm să selectați un fișier sau URL
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} arbore
DocType: User,User Emails,E-mailurile utilizator
DocType: User,Username,Nume de utilizator
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,Importați zip
apps/frappe/frappe/model/base_document.py,Value too big,Valoare prea mare
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,Executați testul Script
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,Selectați Google Calendar la care eveniment trebuie sincronizat.
DocType: Data Import,Total Rows,Rânduri totale
DocType: Contact,Department,Departament
DocType: DocField,Options,Optiuni
apps/frappe/frappe/client.py,Cannot edit standard fields,Nu se pot edita câmpuri standard
DocType: Print Format,Print Format Builder,Print Format Builder
DocType: GCalendar Account,Calendar Name,Nume Calendar
DocType: Report,Report Manager,Manager de Raport
DocType: Workflow,Document States,Statele Document
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,Ne pare rău! Nu am putut găsi ceea ce căutați.
DocType: Data Migration Run,Logs,Busteni
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,A apărut o eroare la salvarea filtrelor
DocType: Custom DocPerm,This role update User Permissions for a user,Acest rol Permisiunile actualizare pentru utilizator unui utilizator
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Redenumește {0}
DocType: Workflow State,zoom-out,mareste
DocType: Data Import Beta,Import Options,Opțiuni de import
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,"Nu se poate deschide {0}, atunci când de exemplu sa este deschis"
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabelul {0} nu poate fi gol
DocType: SMS Parameter,Parameter,Parametru
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,Imagini
DocType: Activity Log,Reference Owner,Proprietar Referință
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Cea mai mică unitate de fracțiune circulant (monedă). Pentru de exemplu, 1 cent pentru USD și ar trebui să fie introdus ca 0,01"
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, {1} Row"
DocType: DocField,Markdown Editor,Editorul Markdown
apps/frappe/frappe/model/document.py,Beginning with,Începând cu
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Șablon Import Date
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,A apărut o eroare la setarea implicită a sesiunii
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Mamă
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},Am primit o solicitare de la dvs. pentru a descărca {0} datele asociate cu: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Dacă este activată, puterea parolei va fi aplicată pe baza valorii minimă a scorului parolei. O valoare de 2 fiind puternică medie și 4 fiind foarte puternică."
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Dacă este activată, puterea parolei va fi aplicată pe baza valorii minimă a scorului parolei. O valoare de 2 fiind puternică medie și 4 fiind foarte puternică."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Membrii echipei"" sau ""Management"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',"Implicit pentru ""Verifica"" tip de câmp trebuie să fie ""0"" sau ""1"""
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Ieri
DocType: Contact,Designation,Destinatie
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Legarea automată poate fi activată numai pentru un singur cont de e-mail.
DocType: Test Runner,Test Runner,Testare Runner
DocType: Auto Repeat,Monthly,Lunar
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Activați intrare
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Pericol
DocType: Address,Email Address,Adresa De E-Mail
DocType: Workflow State,th-large,th-mare
DocType: Communication,Unread Notification Sent,Notificare necitit Trimis
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Export nu este permisă. Ai nevoie de {0} rolul de a exporta.
DocType: Assignment Rule,Automatically Assign Documents to Users,Alocați automat documente utilizatorilor
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Anulați fixarea
DocType: System Settings,In seconds,În secunde
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Anulează {0} documentele?
DocType: DocType,Is Published Field,Este publicat Câmp
DocType: GCalendar Settings,GCalendar Settings,Setări GCalendar
DocType: Email Group,Email Group,E-mail grup
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Calendar - Nu s-a putut șterge Evenimentul {0} din Google Calendar, codul de eroare {1}."
DocType: Event,Pulled from Google Calendar,Extras din Google Calendar
DocType: Note,Seen By,Văzut de
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Adăugați mai multe
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Ai câștigat câteva puncte de energie
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Nu este o imagine validă a utilizatorului.
DocType: Energy Point Log,Reverted,Reluat
DocType: Success Action,First Success Message,Primul mesaj de succes
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Nu ca
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Valoare incorectă: {0} trebuie sa fie {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Proprietățile schimbare de câmp (ascunde, readonly, permisiunea etc)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,A aprecia
DocType: Workflow State,lock,blocare
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Setări pentru Contacteaza-ne.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administratorul a fost autentificat
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Opțiuni de contact, cum ar fi ""Vanzari interogare, interogare Support"", etc fiecare pe o linie nouă sau separate prin virgule."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Adăugă o etichetă ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Portret
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Introduceți
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Permiteţi accesul Google Drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},Selectați {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Introduceți adresa URL de bază
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Dacă este activat, documentul este marcat ca văzut, prima dată când un utilizator îl deschide"
DocType: Auto Repeat,Repeat on Day,Repetați în Ziua
DocType: DocField,Color,Culoare
DocType: Data Migration Run,Log,Buturuga
DocType: Workflow State,indent-right,liniuța-dreapta
DocType: Has Role,Has Role,are rol
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Timp în secunde pentru a păstra imaginea codului QR pe server. Min .: <strong>240</strong>
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Tipul de câmp {1} pentru {2} nu poate fi indexat
DocType: Dashboard Chart,Timespan,Interval de timp
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Web Link
DocType: Deleted Document,Restored,Restaurat
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,in urma cu 1 minut
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","În afară de System Manager, roluri cu un set permisiunile de user poate seta permisiuni pentru alți utilizatori pentru acest tip de document."
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Configurați Tema
DocType: Company History,Company History,Istoricul companiei
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Resetează
DocType: Workflow State,volume-up,volum-up
