apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Neue {} Versionen für die folgenden Apps sind verfügbar
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,Bitte wählen Sie ein Feld Betrag.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,Importdatei wird geladen ...
DocType: Assignment Rule,Last User,Letzter Benutzer
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}",Eine neue Aufgabe {0} wurde Ihnen von {1} zugewiesen. {2}
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,Sitzungsstandards gespeichert
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,Datei neu laden
DocType: Email Queue,Email Queue records.,E-Mail-Queue Aufzeichnungen.
DocType: Post,Post,Absenden
DocType: Address,Punjab,Punjab
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,Viele Elemente auf einmal umbenennen durch Hochladen einer .CSV-Datei
DocType: Workflow State,pause,Anhalten
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,Sie sind nicht berechtigt auf diese Seite zuzugreifen.
DocType: About Us Settings,Website,Webseite
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,Sie müssen angemeldet sein um auf diese Seite zuzugreifen
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,Hinweis: Mehrere Sitzungen wird im Falle einer mobilen Gerät erlaubt sein
DocType: DocType,Form Settings,Formulareinstellungen
apps/frappe/frappe/templates/emails/download_data.html,Download Data,Daten herunterladen
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,{0} endgültig übertragen?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,Dateiensicherung herunterladen
DocType: Address,County,Landesbezirk/Gemeinde/Kreis
DocType: Workflow,If Checked workflow status will not override status in list view,"Falls diese Option aktiviert ist, wird der Workflow-Status nicht den Status in der Listenansicht überschreiben"
apps/frappe/frappe/client.py,Invalid file path: {0},Ungültiger Dateipfad: {0}
DocType: Workflow State,eye-open,offenen Auges
DocType: Email Queue,Send After,Versenden nach
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,Bitte eine Datei oder URL auswählen
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} Baumstruktur
DocType: User,User Emails,Benutzer E-Mails
DocType: User,Username,Benutzername
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,Zip importieren
apps/frappe/frappe/model/base_document.py,Value too big,Wert zu groß
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,Skript-Test ausführen
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,"Wählen Sie Google Kalender aus, mit dem das Ereignis synchronisiert werden soll."
DocType: Data Import,Total Rows,Gesamte Zeilen
DocType: Contact,Department,Abteilung
DocType: DocField,Options,Optionen
apps/frappe/frappe/client.py,Cannot edit standard fields,Standardfelder können nicht bearbeitet werden
DocType: Print Format,Print Format Builder,Programm zum Erstellen von Druckformaten
DocType: GCalendar Account,Calendar Name,Kalendername
DocType: Report,Report Manager,Berichts-Manager
DocType: Workflow,Document States,Dokumentenstati
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,Verzeihung! Suche konnte nicht gefunden werden.
DocType: Data Migration Run,Logs,Logs
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,Beim Speichern der Filter ist ein Fehler aufgetreten
DocType: Custom DocPerm,This role update User Permissions for a user,Diese Rolle aktualisiert Benutzerberechtigungen für einen Benutzer
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},{0} umbenennen
DocType: Workflow State,zoom-out,verkleinern
DocType: Data Import Beta,Import Options,Importoptionen
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,"{0} kann nicht geöffnet werden, wenn die zugehörige Instanz geöffnet ist"
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabelle {0} darf nicht leer sein
DocType: SMS Parameter,Parameter,Parameter
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,Bilder
DocType: Activity Log,Reference Owner,Referenz Besitzer
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Kleinste zirkulierenden Brucheinheit (Münze). Für zB 1 Cent für USD und es sollte als 0,01 eingegeben werden"
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Zeile {1}"
DocType: DocField,Markdown Editor,Markdown-Editor
apps/frappe/frappe/model/document.py,Beginning with,Beginnend mit
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Vorlage für Datenimport
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Beim Festlegen der Sitzungsstandards ist ein Fehler aufgetreten
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Übergeordnetes Element
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},"Wir haben von Ihnen die Aufforderung erhalten, Ihre {0} Daten herunterzuladen, die im Zusammenhang stehen mit: {1}"
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Falls diese Option aktiviert ist, wird die Passwortstärke auf der Grundlage des Minimum Password Score Wertes erzwungen. Ein Wert von 2 ist mittelstark und 4 sehr stark."
DocType: About Us Settings,"""Team Members"" or ""Management""",„Teammitglieder“ oder „Management“
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Standard für 'Prüfen'-Feldtyp muss entweder '0' oder '1' sein
DocType: Contact,Designation,Bezeichnung
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Die automatische Verknüpfung kann nur für ein E-Mail-Konto aktiviert werden.
DocType: Test Runner,Test Runner,Tester
DocType: Auto Repeat,Monthly,Monatlich
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Eingehend aktivieren
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Gefahr
DocType: Address,Email Address,E-Mail-Addresse
DocType: Workflow State,th-large,th-large
DocType: Communication,Unread Notification Sent,Ungelesene Benachrichtigung gesendet
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Export nicht erlaubt. Rolle {0} wird gebraucht zum exportieren.
DocType: Assignment Rule,Automatically Assign Documents to Users,Dokumente automatisch Benutzern zuweisen
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Unpin
DocType: System Settings,In seconds,In Sekunden
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Abbrechen von {0} Dokumenten?
DocType: DocType,Is Published Field,Ist Veröffentlicht Feld
DocType: GCalendar Settings,GCalendar Settings,GCalender Einstellungen
DocType: Email Group,Email Group,E-Mail-Gruppe
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Kalender - Ereignis {0} konnte nicht aus Google Kalender gelöscht werden, Fehlercode {1}."
DocType: Event,Pulled from Google Calendar,Aus Google Kalender gezogen
DocType: Note,Seen By,gelesen von
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Mehrere hinzufügen
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Sie haben einige Energiepunkte gewonnen
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Kein gültiges Benutzerbild.
DocType: Energy Point Log,Reverted,Zurückgesetzt
DocType: Success Action,First Success Message,Erste Erfolgsmeldung
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Nicht wie
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Falscher Wert: {0} muss {1} {2} sein
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Feldeigenschaften ändern (verstecken, nur-lesen, Berechtigung etc.)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Schätzen
DocType: Workflow State,lock,sperren
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Einstellungen Kontakt
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Administrator hat sich angemeldet
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontaktalternativen wie „Vertriebsanfrage"", ""Support-Anfrage“ usw., jede in einer neuen Zeile oder durch Kommas getrennt."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Füge einen Tag hinzu ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,Porträt
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,Einfügen
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,Google Drive-Zugang zulassen
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},{0} auswählen
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,Bitte geben Sie die Basis-URL ein
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it","Wenn diese Option aktiviert ist, wird das Dokument beim ersten Öffnen durch einen Benutzer als gesehen markiert"
DocType: Auto Repeat,Repeat on Day,Wiederholen am Tag
DocType: DocField,Color,Farbe
DocType: Data Migration Run,Log,Log
DocType: Workflow State,indent-right,Einzug rechts
DocType: Has Role,Has Role,hat Rolle
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,"Zeit in Sekunden, um QR-Code-Bild auf dem Server zu behalten. Min: <strong>240</strong>"
apps/frappe/frappe/core/doctype/doctype/doctype.py,{0}:Fieldtype {1} for {2} cannot be indexed,{0}: Der Feldtyp {1} für {2} kann nicht indiziert werden
DocType: Dashboard Chart,Timespan,Zeitspanne
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,Weblink
DocType: Deleted Document,Restored,Restauriert
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",Zusätzlich zum System-Manager können Rollen mit der Erlaubnis Benutzer anzulegen Berechtigungen für andere Nutzer für diesen Dokumententyp setzen.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,Thema konfigurieren
DocType: Company History,Company History,Unternehmensgeschichte
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Zurücksetzen
DocType: Workflow State,volume-up,Lautstärke erhöhen
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,"Webhooks, die API-Anfragen in Web-Apps aufrufen"
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,Traceback anzeigen
DocType: DocType,Default Print Format,Standarddruckformat
DocType: Workflow State,Tags,Schlagworte
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,Kein: Ende des Workflows
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values","Feld {0} kann in {1} nicht als einzigartig gesetzt werden, da es nicht-eindeutige Werte gibt"
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,Dokumententypen
DocType: Address,Jammu and Kashmir,Jammu und Kaschmir
DocType: Workflow,Workflow State Field,Workflow-Zustandsfeld
DocType: Language,Guest,Gast
DocType: DocType,Title Field,Bezeichnungs-Feld
DocType: Error Log,Error Log,Fehlerprotokoll
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,ungültige URL
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,Letzten 7 Tage
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",Wiederholt wie &quot;abcabcabc&quot; sind nur etwas schwieriger zu erraten als &quot;abc&quot;
DocType: Notification,Channel,Kanal
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.","Gibt es die Vermutung, dass der Vorgang nicht genehmigt ist, bitte das Administratorpasswort ändern."
DocType: Data Import Beta,Data Import Beta,Datenimport Beta
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} ist zwingend erforderlich
DocType: Assignment Rule,Assignment Rules,Zuweisungsregeln
DocType: Workflow State,eject,Auswerfen
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,Feld {0} nicht gefunden
DocType: Chat Room,Owner,Besitzer
DocType: Assignment Rule,Rule,Regel
DocType: Communication,Visit,Besuch
DocType: LDAP Settings,LDAP Search String,LDAP Suchstring
DocType: Translation,Translation,Übersetzung
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,Hr.
DocType: OAuth Authorization Code,Client,Kunde
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,Wählen Sie Spalte
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,"Dieses Formular wurde geändert, nachdem Sie es geladen haben"
DocType: Address,Himachal Pradesh,Himachal Pradesh
DocType: System Settings,"If not set, the currency precision will depend on number format","Wenn nicht gesetzt, hängt die Währungspräzision vom Zahlenformat ab"
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,Öffnen Sie die Awesomebar
