 by Role ,
 for {0},
 is not set,
"""Company History""","""Virksomhedshistorie"""
"""Parent"" signifies the parent table in which this row must be added",Start
"""Team Members"" or ""Management""","""Team medlemmer"" eller ""Management"""
'In List View' not allowed for type {0} in row {1},TDS (Løn)
0 - Draft; 1 - Submitted; 2 - Cancelled,resize-vandret
0 is highest,Bloker Days
"000 is black, fff is white","000 er sort, fff er hvid"
2 days ago,2 dage siden
"<a href=""https://en.wikipedia.org/wiki/Transport_Layer_Security"" target=""_blank"">[?]</a>","<a href=""https://en.wikipedia.org/wiki/Transport_Layer_Security"" target=""_blank""> [?]</a>"
"<a onclick=""msgprint('<ol>\
<li><b>field:[fieldname]</b> - By Field\
<li><b>naming_series:</b> - By Naming Series (field called naming_series must be present\
<li><b>Prompt</b> - Prompt user for a name\
<li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####\
</ol>')"">Naming Options</a>","<a onclick=""msgprint('<ol> \
 <li> <b> felt: [Feltnavn] </ b> - Af Felt \
 <li> <b> naming_series: </ b > - ved at navngive serien (felt kaldet naming_series skal være til stede \
 <li> <b> Prompt </ b> - Spørg brugeren om et navn \
 <li> <b> [serie] </ . b> - serien ved præfiks (adskilt af et punktum), for eksempel PRE ##### \
 </ ol> ') ""> navngivning Options </a>"
<b>new</b> <i>type of document</i>,ID felt er påkrævet for at redigere værdier ved hjælp af rapporten. Vælg ID-feltet ved hjælp af kolonne Picker
"<i>document type...</i>, e.g. <b>customer</b>","Typen <i> dokument ... </ i>, f.eks <b> kunde </ b>"
<i>e.g. <strong>(55 + 434) / 4</strong> or <strong>=Math.sin(Math.PI/2)</strong>...</i>,<i>f.eks. <strong>(55+434)/4</strong> eller <strong>=Math.sin(Math.PI/2)</strong> ... </i>
<i>module name...</i>,Produktion Plan kundeordre
<i>text</i> <b>in</b> <i>document type</i>,Rabat (%)
A new account has been created for you,En ny konto er blevet oprettet til dig
"A new task, %s, has been assigned to you by %s. %s","En ny opgave,% s, er blevet tildelt til dig af% s. % S"
A user can be permitted to multiple records of the same DocType.,Definerer workflow stater og regler for et dokument.
About,Backup lige nu
About Us Settings,minus-tegn
About Us Team Member,Må ikke komme i kontakt
Action,Filer Folder ID
Actions,Komplet Registrering
"Actions for workflow (e.g. Approve, Cancel).",Punkt Beskrivelse
Add,Tilføje
Add A New Rule,Vis tags
Add A User Permission,Tilføj en bruger tilladelse
Add Attachments,Tilføj Vedhæftede
Add Bookmark,"Indtast email id adskilt af kommaer, vil ordren blive sendt automatisk på bestemt dato"
Add CSS,Tilføjet {0} ({1})
Add Column,"Fejl: Dokument er blevet ændret, efter at du har åbnet det"
Add Filter,Vil du virkelig ønsker at indsende alle lønseddel for måned {0} og år {1}
Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.,Skift start / aktuelle sekvensnummer af en eksisterende serie.
Add Message,Forhandler Target
Add New Permission Rule,"Print Bredde af feltet, hvis feltet er en søjle i en tabel"
Add New User Permission,Ikke authroized da {0} overskrider grænser
Add Reply,Dette er en root-konto og kan ikke redigeres.
Add Tag,Tilføj mærke
Add Total Row,Tilføj Total Row
Add a New Role,Tilføj en ny rolle
Add a banner to the site. (small banners are usually good),Elektricitet pris pr time
Add all roles,Medarbejder Records at være oprettet af
Add attachment,Tilføj vedhæftet fil
Add code as &lt;script&gt;,Afvist Løbenummer
Add comment,Tilføj kommentar
Add custom javascript to forms.,Tilføj brugerdefinerede JavaScript til formularer.
Add fields to forms.,Registreret men deaktiveret.
Add multiple rows,Faktura Dato
Add new row,"Hvis du opdaterer, skal du vælge ""Overskriv"" vil ellers eksisterende linjer ikke slettes."
"Add the name of <a href=""http://google.com/webfonts"" target=""_blank"">Google Web Font</a> e.g. ""Open Sans""",Vælg Charge Type først
Add to To Do,På lager
Add to To Do List Of,Gentag Kunder
Added {0},Pris
Added {0} ({1}),Sendt
Adding System Manager to this User as there must be atleast one System Manager,Angiv bruger
Additional Info,Kvittering Tendenser
Additional Permissions,** Regnskabsår ** repræsenterer et regnskabsår. Alle regnskabsposteringer og andre større registreringer spores mod ** Regnskabsår **.
"Additional filters based on User Permissions, having:","Yderligere filtre baseret på Bruger Tilladelser, der har:"
Address,Adresse
Address Line 1,Udgift / Forskel konto ({0}) skal være en »resultatet« konto
Address Line 2,Leverandør Adresser og kontaktpersoner
Address Title,Tilføj ny bruger Tilladelse
Address and other legal information you may want to put in the footer.,Report Builder rapporter forvaltes direkte af rapporten bygherre. Intet at gøre.
Adds a custom field to a DocType,Læg Google Analytics ID: F.eks. UA-89XXX57-1. Venligst søg hjælp på Google Analytics for at få flere oplysninger.
Adds a custom script (client or server) to a DocType,Fravær af typen {0} må ikke være længere end {1}
Admin,Antal besøg
Administrator,"Hvis du uploader nye rekorder, forlader ""navn"" (ID) søjle tom."
Advanced,ERPNext Setup
Align Left (Ctrl/Cmd+L),Venstrestil (Ctrl / Cmd + L)
All,Alle
All Applications,Alle Programmer
All Day,vare Website Specifikationer
All Tables (Main + Child Tables),Nettovægten af denne pakke. (Beregnes automatisk som summen af nettovægt poster)
All customizations will be removed. Please confirm.,Brand
"All possible Workflow States and roles of the workflow. <br>Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""",Konverter til Group
Allow Comments,"Vis alle de enkelte elementer, der leveres med de vigtigste punkter"
Allow Delete,Kontakt Desc
Allow Edit,Konto: {0} ikke fundet i systemet
Allow Import,Tillad Bruger
Allow Import via Data Import Tool,Ingen varer at pakke
Allow Multiple,Tillad flere
Allow Rename,Parent Website Route
Allow field to remain editable even after submission,Lad feltet forblive redigerbare selv efter indsendelse
Allow on Submit,Denne valuta er deaktiveret. Aktiver til brug for registreringer
Allow user to login only after this hour (0-24),Bruger kan kun logge ind efter kl. (0-24)
Allow user to login only before this hour (0-24),klokke
Allowed,Konto med eksisterende posteringer kan ikke konverteres til gruppe.
"Allowing DocType, DocType. Be careful!",Ingen resultater
Already Registered,Primær
Already in user's To Do list,Figur af omkostningssteder
Already saving. Please wait a few moments.,Private Equity
Alternative download link,Standard Firma
"Alternatively, you can also specify 'auto_email_id' in site_config.json",Avanceret
Always use above Login Id as sender,Fjernsyn
Amend,Level
"An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [<a href=""http://favicon-generator.org/"" target=""_blank"">favicon-generator.org</a>]",FeltType
"Another {0} with name {1} exists, select another name",Beregn baseret på
Any existing permission will be deleted / overwritten.,Enhver eksisterende tilladelse vil blive slettet / overskrevet.
Anyone Can Read,Kunden {0} tilhører ikke projicere {1}
Anyone Can Write,Alle kan Skriv
"Apart from Role based Permission Rules, you can apply User Permissions based on DocTypes.",Leverandør master.
"Apart from System Manager, roles with 'Set User Permissions' right can set permissions for other users for that Document Type.",Standard Kontantkonto
App Name,Den første bruger: Du
App not found,At Producere
Application Installer,Leverandør Detaljer
Applications,All Day
Apply Style,Closing Dato
Apply User Permissions,Anvend brugertilladelser
Apply User Permissions of these Document Types,fly
Are you sure you want to delete the attachment?,"Hastighed, hvormed kundens valuta omregnes til virksomhedens basisvaluta"
Arial,Udgivet On
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Som en bedste praksis, ikke tildele samme sæt tilladelse bestemmelse anvendes på forskellige roller. I stedet ændre flere roller til den samme bruger."
Ascending,Hvis årligt budget overskredet
Assign To,Vandret linjeskift
Assign a permission level to the field.,Analytiker
Assigned By,Tildelt af
Assigned To,Konto {0} er ikke aktiv eller slutningen af livet er nået
Assigned To Fullname,Bestilte varer skal leveres
Assigned To Me,Direkte udgifter
Assigned To/Owner,Tildelt til / ejer
Assigned to {0},"Hvis du har oprettet en standard skabelon i 'Skatter og Afgifter', skal du vælge en af disse. Klik derefter på knappen nedenfor."
Assignment Complete,System til styring af sikkerhedskopier
Assignment Status Changed,Ansøger navn
Assignments,Person
Attach,Reqd Efter dato
Attach .csv file to import data,Vedhæft .csv-fil til at importere data
Attach Document Print,Udgiftskonto er obligatorisk for punkt {0}
Attach as web link,Næste Kontakt Dato
Attached To DocType,Email Alert Modtager
Attached To Name,Tillad Import
Attachments,Opret kreditnota
Auto Email Id,"Bemærk: Sikkerhedskopier og filer slettes ikke fra Dropbox, skal du slette dem manuelt."
Auto Name,Kommunikation log.
Auto generated,Auto genereret
Avatar,Avatar
Background Color,"Den dag i måneden, hvor auto ordre vil blive genereret f.eks 05, 28 osv"
Background Image,Medarbejder Uddannelse
Background Style,Baggrund Style
Banner,Banner
Banner HTML,Personer
Banner Image,Ændres
Banner is above the Top Menu Bar.,Skærmindstillinger
Begin this page with a slideshow of images,Kilde
Beginning with,Administrer Customer Group Tree.
Belongs to,{0} dage fra {1}
Bio,Bin
Birth Date,"Råvarer, der leveres Cost"
Blog Category,Markér dette for at forbyde fraktioner. (For NOS)
Blog Intro,Få
Blog Introduction,Medarbejder Intern arbejde historie
Blog Post,Blog-indlæg
Blog Settings,Indsæt link
Blog Title,Udgiftbilag afvises Meddelelse
Blogger,Indtast vare kode.
Bold (Ctrl/Cmd+B),Sidste Salg Order Date
Bookmarks,Bogmærker
Both login and password required,Allokeret
Brand HTML,»meddelelse Email Adresser 'er ikke angivet for tilbagevendende% s
Breadcrumbs,Hurtig hjælp til Bruger Tilladelser
Bulk Email,Ny konto
Bulk Email records.,Bredde af indtastningsfeltet
Bulk email limit {0} crossed,Projektnavn
Bullet list,Bullet list
Button,Imod salgsfaktura
By,Ved
Cache Cleared,Min Antal kan ikke være større end Max Antal
Calculate,{0} List
Calendar,Tidszone
Can not edit Read Only fields,Send mig en kopi
Cancel,Regler for at tilføje forsendelsesomkostninger.
Cancelled,Referencenummer & Reference Dato er påkrævet for {0}
"Cannot Edit {0} directly: To edit {0} properties, create / update {1}, {2} and {3}",Følgeseddel
Cannot Update: Incorrect / Expired Link.,I alt (Antal)
Cannot Update: Incorrect Password,Kan ikke opdatere: Forkert kodeord
Cannot add more than 50 comments,Bruger {0} er deaktiveret
Cannot cancel before submitting. See Transition {0},Kan ikke annullere inden fremlæggelsen. Se Overgang {0}
Cannot change picture,Ingen post med Barkode {0}
Cannot change state of Cancelled Document. Transition row {0},Kan ikke ændre status på et Annulleret dokument. Overgangs linje {0}
Cannot change {0},Modtager
Cannot delete or cancel because {0} {1} is linked with {2} {3},Vælg {0}
Cannot delete {0} as it has child nodes,Kan ikke slette {0} som det har barn noder
Cannot edit standard fields,Omdøb
Cannot edit templated page,{0} af {1}
Cannot link cancelled document: {0},Kan ikke linke annulleret dokument: {0}
Cannot map because following condition fails: ,
Cannot open instance when its {0} is open,Underskrift
Cannot open {0} when its instance is open,Kan ikke åbne {0} når den er åben i andet dokument
Cannot print cancelled documents,Lægemidler
Cannot remove permission for DocType: {0} and Name: {1},Kan ikke fjerne tilladelse til DocType: {0} og navn: {1}
Cannot reply to a reply,Til dato skal ligge inden for regnskabsåret. Under antagelse til dato = {0}
Cannot set Email Alert on Document Type {0},Mail kodeord
Cannot set permission for DocType: {0} and Name: {1},Slet linje
Categorize blog posts.,Hjælp
Category,Bruger Bemærkning
Category Name,Kategori navn
Center,Bemærk: Andre regler tilladelse kan også gælde
Center (Ctrl/Cmd+E),Dette er en rod territorium og kan ikke redigeres.
"Certain documents, like an Invoice, should not be changed once final. The final state for such documents is called Submitted. You can restrict which roles can Submit.","Indtast ""underentreprise"" som Ja eller Nej"
"Change field properties (hide, readonly, permission etc.)",Alle kan læse
"Change type of field. (Currently, Type change is \
						allowed among 'Currency and Float')",Faktiske Antal: Mængde til rådighed på lageret.
Chat,Møde-Roller
Check,Check
Check / Uncheck roles assigned to the User. Click on the Role to find out what permissions that Role has.,Ikke leveret
Check this if you want to send emails as this id only (in case of restriction by your email provider).,Indstillinger
Check this to make this the default letter head in all prints,Markér dette for at gøre dette til standard brev hovedet i alle udskrifter
Check which Documents are readable by a User,Anvend typografi
Checked items shown on desktop,"Indsæt Efter feltet '{0}' er nævnt i Custom Felt '{1}', ikke eksisterer"
Child Tables,Er obligatorisk Felt
Child Tables are shown as a Grid in other DocTypes.,Konsulent
City,View Ledger
Classic,Bestilt
Clear Cache,Mængde for vare nummer {0} skal være mindre end {1}
Clear all roles,Ryd alle roller
Click on File -&gt; Save As,Brugerdefineret Meddelelse
Click on Save,Klik på 'Gem'
Click on row to view / edit.,Grand Total (Standard valuta)
Click on the link below to complete your registration and set a new password,Salg Order {0} er stoppet
Client,Kontoudtog
Client-side formats are now deprecated,Planlagt Antal
Close,Luk
Close: {0},{0} er nu standard regnskabsår. Opdater venligst din browser for at ændringen kan træde i kraft.
Closed,Vedligeholdelse Time
Code,Kode
Collapse,Medium
Column Break,Juridiske enhed / Datterselskab med en separat Kontoplan tilhører organisationen.
Column Labels:,TDS (Udlejes)
Column Name,Kolonne navn
Comment,Bank Afstemning Detaljer
Comment By,fed
Comment By Fullname,UOM Conversion Detaljer
Comment Date,"Punkter, som ikke findes i vare skabelon kan også indtastes på kundens anmodning"
Comment Docname,"Kan ikke kort, fordi følgende betingelse mislykkes:"
Comment Doctype,"f.eks. ""My Firma LLC """
Comment Time,Kommentar Time
Comment Type,Kundeservice
Comments,Indsæt Style
Communication,zoome ind
Communication Medium,"Indtast Skabelon navn, når kontoen er oprettet."
Company History,Term Detaljer
Company Introduction,"Beklager vi kunne ikke finde det, du søgte."
Complaint,Du har ikke tilladelse til at sende e-mails i forbindelse med dette dokument
Complete By,"Hvis kontoen er frossen, bliver poster lov til begrænsede brugere."
Complete Registration,Medarbejder Fravær Godkender
Completed,Auto Materiale Request
Condition,Betingelse
Confirm,Vis / Skjul moduler
Contact Us Settings,Indstillinger for Kontakt Os
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontakt muligheder, som ""Salg Query, Support Query"" etc hver på en ny linje eller adskilt af kommaer."
Content,"Vælg ""Ja"", hvis denne post anvendes for nogle interne formål i din virksomhed."
Content Hash,Skole / Universitet
Content in markdown format that appears on the main side of your page,billede
Content web page.,Indhold webside.
Copy,Vælg salgsordrer
Copyright,Betragtes som Opening Balance
Core,"<H4> standardskabelon </ h4> 
 <p> Bruger <a href=""http://jinja.pocoo.org/docs/templates/""> Jinja Templatering </a> alle områderne adresse ( herunder brugerdefinerede felter hvis nogen) vil være tilgængelig </ p> 
 <pre> <kode> {{address_line1}} & lt; br & gt; 
 {%, hvis address_line2%} {{address_line2}} & lt; br & gt; { % endif -%} 
 {{city}} & lt; br & gt; 
 {%, hvis staten%} {{tilstand}} & lt; br & gt; {% endif -%} 
 {%, hvis pinkode%} PIN: {{pinkode}} & lt; br & gt; {% endif -%} 
 {{land}} & lt; br & gt; 
 {%, hvis telefonen%} Telefon: {{telefon}} & lt; br & gt; { % endif -%} 
 {%, hvis fax%} Fax: {{fax}} & lt; br & gt; {% endif -%} 
 {%, hvis email_id%} E-mail: {{email_id}} & lt; br & gt {% endif -%} 
 </ kode> </ pre>"
Could not connect to outgoing email server,Imod
Could not find {0},Team Members Udgifts-
Count,Tilbud Lost Årsag
Country,Land
Create,Midlertidige Forpligtelser
Create a new {0},Opret en ny {0}
Created,"Gem venligst dokumentet, før du fjerner opgaven"
Created By,Varelager Forventet Antal
Created Custom Field {0} in {1},Oprettet tilpasset felt {0} i {1}
Created Customer Issue,Du kan bruge Tilpas formular til at ændre niveauet på markerne.
Created On,Oprettet den
Created Opportunity,Afstemning HTML
Created Support Ticket,Skift til Website
Creation / Modified By,Creation / Ændret af
Currency,Alt for mange skriver i en anmodning. Send venligst mindre anmodninger
Current status,Hey! Gå videre og tilføje en adresse
Custom CSS,Lav
Custom Field,Tilpasset Felt
Custom Javascript,Fra Firma
Custom Reports,Yderligere info
Custom Script,Skriv venligst noget i emne og budskab!
Custom?,Under garanti
Customize,Varelager forsoning skabelon
Customize Form,"Disse tilladelser vil gælde for alle registreringer, hvor den tilladte rekord er forbundet med. For eksempel, hvis Virksomhed C sættes til Bruger Tilladelser for bruger X, bruger X vil kun kunne se registreringer, der har selskab C som tilknyttet værdi."
Customize Form Field,Pris List ikke valgt
"Customize Label, Print Hide, Default etc.",Tildelingskvotient bør være lig med 100%
Customized HTML Templates for printing transctions.,Godkendelse Rolle kan ikke være samme som rolle reglen gælder for
Daily Event Digest is sent for Calendar Events where reminders are set.,vare kode og Lager bør allerede findes.
Danger,Fare
Data,Indlæg
Data Import / Export Tool,Aktiver Indkøbskurv
Data Import Template,Løbenummer {0} findes ikke
Data Import Tool,Sikkerhed
Data missing in table,Afholdt den
Date,Betaling kan ikke ske for tom vogn
Date Change,1. For at opretholde kundens kloge post kode og gøre dem søgbare baseret på deres kode brug denne mulighed
Date Changed,Website Slideshow vare
Date Format,Samlet Indtjening
Date and Number Format,Hvis forskelligt end kunde adresse
Date must be in format: {0},Dato skal have formatet: {0}
Datetime,Rabat%
Days in Advance,"Sub-domæne, som erpnext.com"
Dear,Vedhæft som web link
Default,Implementering Partner
Default Print Format,Dette er en rod kundegruppe og kan ikke redigeres.
Default Value,Godkendt
Default for 'Check' type of field must be either '0' or '1',Log over aktiviteter udført af brugere. Opgaver der kan bruges til sporing af tid og fakturering.
Default is system timezone,Standard er systemets tidszone
"Default: ""Contact Us""",Billed Beløb
DefaultValue,Rapportnavn
Defaults,"Hvis markeret, Total nej. af Arbejdsdage vil omfatte ferie, og dette vil reducere værdien af Løn Per Day"
"Define read, write, admin permissions for a Website Page.","Navn på ny konto. Bemærk: Du må ikke oprette konti for kunder og leverandører, bliver de oprettet automatisk fra Kunden og Leverandøren skabelon"
Define workflows for forms.,Dette går over diasshowet.
Defines actions on states and the next step and allowed roles.,Lager hvor du vedligeholder lager af afviste varer
Defines workflow states and rules for a document.,Få Forskud modtaget
Delete,Investeringer
Delete Row,"I ord vil være synlige, når du gemmer indkøbsordren."
Depends On,Skat
Descending,Opret kundeordre
Description,Beskrivelse
Description and Status,Mere info
"Description for listing page, in plain text, only a couple of lines. (max 140 characters)",{0} oprettet
Description for page header.,vare skabelon.
Desktop,Desktop
Details,Ref
Dialog box to select a Link Value,Breadcrumbs
Did not add,Fandt ikke tilføje
Did not cancel,Ikke annullere
Did not find {0} for {0} ({1}),Annonce
Did not load,Antal til Fremstilling
Did not remove,Aktionærer Funds
Did not save,Materiale forespørgsel Nej
Did not set,Vælg måned og år
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.",Total Sanktioneret Beløb
Disable Customer Signup link in Login page,Underentreprise
Disable Report,Tildelt til {0}
Disable Signup,Udgifter Udstedte Varer
Disabled,Agent
Display,Ejendom Setter
Display Settings,Du skal installere dropbox python-modul
Display in the sidebar of this Website Route node,Vis i sidebjælken for denne web-node
Do not allow user to change after set the first time,Tillad ikke brugeren at ændre profil efter oprettelse
Doc Status,Mængde af post opnået efter fremstilling / ompakning fra givne mængder råvarer
DocField,Investment Banking
DocPerm,DocPerm
DocType,Brugere og tilladelser
DocType Details,DocType Detaljer
DocType can not be merged,"Specialtegn undtagen ""-"" og ""/"" ikke er tilladt i navngivning serie"
DocType is a Table / Form in the application.,Vælg dokumenttype eller rolle at starte.
DocType on which this Workflow is applicable.,Tilbud Series
DocType or Field,tekst højde
Doclist JSON,Kunder ikke køber siden lang tid
Docname,Query rapport
Document,Standard bankkonto
Document Status,Dokumentstatus
Document Status transition from ,
Document Status transition from {0} to {1} is not allowed,Ikke tilladt adgang {0} med {1} = {2}
Document Type,Grundlæggende sats
Document Types,Dokumenttyper
Document is only editable by users of role,Sidebar Links for kun Home Side
Documentation,"Hvis du vil tilføje barn noder, udforske træet og klik på noden, hvor du ønsker at tilføje flere noder."
Documents,Dokumenter
Download,Serie-number Serier
Download Backup,"Blade skal afsættes i mangefold af 0,5"
Download Template,Hent skabelon
Download a template for importing a table.,Batch Tidsregistrerings for fakturering.
Download link for your backup will be emailed on the following email address:,Bilag #
Download with data,Server til udgående post
Drag to sort columns,Opret regler for at begrænse registreringer baseret på værdier.
Due Date,{0} tillades ikke omdøbes
Duplicate name {0} {1},Fra Opportunity
Dynamic Link,Indkøb manager
Edit,Mass Mailing
Edit Filter,Skatter og afgifter Tilføjet (Standard valuta)
Edit Permissions,Tillad Omdøb
Edit Role Permissions,Rediger rolle-rettigheder
Edit your record,"{0} skal reduceres med {1}, eller du bør øge overløb tolerance"
Editable,Aging Dato
Editing Row,Plan for vedligeholdelse besøg.
Email,Log ind med din nye bruger-id
Email Alert,Email Alert
Email Alert Recipient,Baggrundsbillede
Email Alert Recipients,Trin 2: Sæt brevhoved indhold.
Email By Document Field,Email ved dokument Felt
Email Footer,Row # {0}:
Email Sent,Skat og andre lønfradrag.
Email Settings,Reading 5
Email Settings for Outgoing and Incoming Emails.,Imod købsfaktura
Email Signature,En vare eller tjenesteydelse
"Email addresses, separted by commas",Print Format
Email not verified with {1},Email ikke verificeres med {1}
Email sent to {0},Track fører med Industry Type.
Email...,Tilladelse Level
Emails are muted,Upload en .csv-fil med to kolonner: det gamle navn og det nye navn. Max 500 linjer.
Embed image slideshows in website pages.,Alle produkter eller tjenesteydelser.
Enable,Aktiver
Enable Comments,Oversigt
Enable Report,"Beløb, der ikke afspejles i systemet"
Enable Scheduled Jobs,Grundlæggende oplysninger
Enabled,Beløb (Standard valuta)
Ends on,Slutter på
Enter Form Type,Enkeltværelse
Enter Value,Minimum Inventory Level
Enter at least one permission row,Indtast mindst én tilladelse linje
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to <a href=""#Form/Customize Form/Customize Form"">Customize Form</a>.",bruger
"Enter keys to enable login via Facebook, Google, GitHub.","Enter for at aktivere login via Facebook, Google, GitHub."
Equals,Ignorer Pricing Regel
Error,Fejl
"Error generating PDF, attachment sent as HTML","Fejl genererer PDF, vedhæftet sendt som HTML"
Error: Document has been modified after you have opened it,webside link
Event,Begivenhed
Event Datetime,Begivenhed datotid
Event Individuals,Møde-deltagere
Event Role,Kunde-id
Event Roles,Opdater skema
Event Type,Hændelsestype
Event User,Re-Order Level
Event end must be after start,Journal Kuponer {0} er un-forbundet
Events,Log af Planr fejl
Events In Today's Calendar,Begivenheder i dagens kalender
Every Day,Skjul Copy
Every Month,Imod Journal Bilag {0} er allerede justeret mod nogle andre kupon
Every Week,Hver uge
Every Year,"Indtast navnet på kampagnen, hvis kilden undersøgelsesudvalg er kampagne"
Every day events should finish on the same day.,Reading 9
Everyone,"Medarbejder betegnelse (f.eks CEO, direktør osv)."
Example,Varelager Balance
Example:,Eksempel:
Expand,Opret Betalings Posteringer mod ordrer eller fakturaer.
Export,Tilgodehavender / Gæld
Export all rows in CSV fields for re-upload. This is ideal for bulk-editing.,Eksporter alle linjer i CSV felter for gen-indlæsning. Anbefales ved ændring af mange mange data. Dette er ideelt for bulk-redigering.
Export not allowed. You need {0} role to export.,Porto
Exported,Eksporterede
"Expression, Optional",Github Brugernavn
Facebook,Ekstern
Facebook Client ID,Facebook klient-id
Facebook Client Secret,Facebook Client Secret
Facebook Share,Forbrugt Antal
Facebook User ID,Er Carry Forward
Facebook Username,Salg Faktura
FavIcon,Tilføj kode som & lt; script & gt;
Female,Fremad til email-adresse
Field Description,Ingen tilladelse til at redigere
Field Name,Standardindstillinger for salgsregistrering.
Field Type,Lønseddel Fradrag
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Felt, der repræsenterer Arbejdsproces stat for registreringen (hvis feltet ikke er til stede, en ny skjult Tilpasset felt vil blive oprettet)"
Field {0} in row {1} cannot be hidden and mandatory without default,Følgeseddel Tendenser
Field {0} is not selectable.,Budget Distribution Detaljer
Field {0} of type {1} cannot be mandatory,Vælg dokumenttyper at ændre hvilke Bruger Tilladelser til at begrænse adgangen.
Fieldname,Ejer
Fieldname is required in row {0},HR-indstillinger
Fieldname not set for Custom Field,Underret via e-mail
Fieldname which will be the DocType for this link field.,Payroll Indstillinger
Fieldname {0} appears multiple times in rows {1},Henter Rapport
"Fieldname {0} cannot contain letters, numbers or spaces","Feltnavn {0} kan ikke indeholde bogstaver, tal eller mellemrum"
Fields,Felter
"Fields separated by comma (,) will be included in the<br /><b>Search By</b> list of Search dialog box",Send Email Print Vedhæftede som PDF (anbefales)
Fieldtype,Sæt
Fieldtype cannot be changed from {0} to {1} in row {2},Opret Maint. Besøg
File,Batch-Wise Balance Historie
File Data,Fil data
File Name,Filnavn
"File Name: &lt;your filename&gt;.csv<br />\
						Save as type: Text Documents (*.txt)<br />\
						Encoding: UTF-8",Forventet leveringsdato
File Size,Medarbejder Records.
File URL,Udgiftbilag afvist
File not attached,Fil ikke knyttet
File size exceeded the maximum allowed size of {0} MB,Filstørrelse overskredet den maksimalt tilladte størrelse af {0} MB
Fill Screen,Login Før
Filter,Åbn denne gemte fil i Notesblok
Filter records based on User Permissions defined for a user,Filter optegnelser baseret på brugernes Tilladelser defineret for en bruger
Filters,Filtre
Find {0} in {1},Find {0} i {1}
First Name,Regler til at beregne forsendelse beløb for et salg
First data column must be blank.,Quality Inspection Readings
Float,Kvalitet
Float Precision,Float Precision
Fold,er ikke tilladt.
Fold can not be at the end of the form,Rapporter et problem
Fold must come before a labelled Section Break,Der vil blive oprettet sepasats produktionsordre for hver færdigvare god post.
Font (Heading),Font (Overskrift)
Font (Text),Font (Tekst)
Font Size,Batch
Font Size (Text),Tilføj Child
Fonts,Udgående e-mail-indstillinger
Footer,Center
Footer Background,Få Specifikation Detaljer
Footer Items,Patch Log
Footer Text,volumen-up
For DocType,Tilbud Meddelelse
"For Links, enter the DocType as range
For Select, enter list of Options separated by comma",Ingen standard BOM eksisterer for vare nummer {0}
"For comparative filters, start with","Ved sammenlignende filtre, starter med"
For example if you cancel and amend 'INV004' it will become a new document 'INV004-1'. This helps you to keep track of each amendment.,E-mail-Digest-indstillinger
