apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,K dispozici jsou nové verze {} pro následující aplikace
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,Vyberte pole Hodnota.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,Načítání importovaného souboru ...
DocType: Assignment Rule,Last User,Poslední uživatel
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}","Nový úkol, {0}, byla přiřazena k vám od {1}. {2}"
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,Výchozí nastavení relace bylo uloženo
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,Znovu načíst soubor
DocType: Email Queue,Email Queue records.,Email fronty záznamů.
DocType: Post,Post,Příspěvek
DocType: Address,Punjab,Paňdžáb
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,Přejmenovat více položek nahráním souboru typu *.csv
DocType: Workflow State,pause,pause
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,Nemáte povolen přístup na tuto stránku.
DocType: About Us Settings,Website,Stránky
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,Musíte být přihlášen k přístupu na tuto stránku
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,Poznámka: Více relací budou moci v případě mobilního zařízení
DocType: DocType,Form Settings,Nastavení formuláře
apps/frappe/frappe/templates/emails/download_data.html,Download Data,Stáhnout data
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,Vložit na trvalo: {0}?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,Stáhnout soubory zálohování
DocType: Address,County,Hrabství
DocType: Workflow,If Checked workflow status will not override status in list view,Je-li zaškrtnuto stav pracovního postupu nebude přepsat stav v zobrazení seznamu
apps/frappe/frappe/client.py,Invalid file path: {0},Neplatná cesta k souboru: {0}
DocType: Workflow State,eye-open,eye-open
DocType: Email Queue,Send After,Odeslat Po
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,Prosím vyberte soubor nebo url
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} Strom
DocType: User,User Emails,uživatel E-maily
DocType: User,Username,Uživatelské jméno
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,Import Zip
apps/frappe/frappe/model/base_document.py,Value too big,Hodnota příliš velká
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,Spustit test skriptu
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,"Vyberte Kalendář Google, do kterého se má událost synchronizovat."
DocType: Data Import,Total Rows,Celkové řádky
DocType: Contact,Department,Oddělení
DocType: DocField,Options,Možnosti
apps/frappe/frappe/client.py,Cannot edit standard fields,Nelze upravit standardní pole
DocType: Print Format,Print Format Builder,Print Format Builder
DocType: GCalendar Account,Calendar Name,Název kalendáře
DocType: Report,Report Manager,Manažer výpisů
DocType: Workflow,Document States,Dokument státy
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,"Je nám líto! Nemohl jsem najít to, co jste hledali."
DocType: Data Migration Run,Logs,Záznamy
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,Při ukládání filtrů došlo k chybě
DocType: Custom DocPerm,This role update User Permissions for a user,Tato role aktualizuje uživatelská oprávnění pro uživatele
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Přejmenovat {0}
DocType: Workflow State,zoom-out,Zmenšit
DocType: Data Import Beta,Import Options,Možnosti importu
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,Nemůžete otevřít: {0} když je otevřena instance
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabulka: {0} nemůže být prázdná
DocType: SMS Parameter,Parameter,Parametr
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,snímky
DocType: Activity Log,Reference Owner,referenční Vlastník
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Nejmenší cirkulující frakce jednotka (mince). Pro například 1 cent za USD, a to by mělo být vstoupila jako 0,01"
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Row {1}"
DocType: DocField,Markdown Editor,Editor editorů
apps/frappe/frappe/model/document.py,Beginning with,počínaje
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Šablona importu dat
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Při nastavování výchozích hodnot relace došlo k chybě
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Nadřazeno
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},Obdrželi jsme od vás žádost o stažení vašich {0} dat souvisejících s: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Pokud je povoleno, síla hesla bude vynucena na základě hodnoty minimálního skóre hesla. Hodnota 2 je středně silná a 4 je velmi silná."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Členové týmu"" nebo ""Vedení"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Výchozí hodnota pro  'zaškrtávací' pole musí být '0' nebo '1'
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Včera
DocType: Contact,Designation,Označení
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Automatické propojení lze aktivovat pouze pro jeden e-mailový účet.
DocType: Test Runner,Test Runner,Testovací Runner
DocType: Auto Repeat,Monthly,Měsíčně
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Povolení příchozích
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Nebezpečí
DocType: Address,Email Address,E-mailová adresa
DocType: Workflow State,th-large,th-large
DocType: Communication,Unread Notification Sent,Nepřečtené oznámení Odesláno
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Export není povolen. Potřebujete roli {0} pro exportování.
DocType: Assignment Rule,Automatically Assign Documents to Users,Automaticky přiřadit dokumenty uživatelům
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,Uvolnit
DocType: System Settings,In seconds,Během několika vteřin
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,Zrušit {0} dokumenty?
DocType: DocType,Is Published Field,Je publikován Field
DocType: GCalendar Settings,GCalendar Settings,Nastavení GCalendar
DocType: Email Group,Email Group,Email Group
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Kalendář Google - Nelze odstranit událost {0} z Kalendáře Google, kód chyby {1}."
DocType: Event,Pulled from Google Calendar,Vycházel z Kalendáře Google
DocType: Note,Seen By,Viděn
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Přidat více
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Získali jste nějaké energetické body
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,Není platný uživatelský obrázek.
DocType: Energy Point Log,Reverted,Reverted
DocType: Success Action,First Success Message,První zpráva o úspěchu
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,Ne jako
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},Nesprávná hodnota: {0} musí být {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","Změnit vlastnosti pole (skrýt, jen pro čtení, práva atd.)"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,Vážit si
DocType: Workflow State,lock,zámek
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,Nastavení pro stránku Kontaktujte nás.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,Přihlášen Administrátor
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Možnosti kontaktu, např.: ""Dotaz prodeje, dotaz podpory"" atd., každý na novém řádku nebo oddělené čárkami."
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,Přidat značku ...
