apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,نوی {} رالیفونه د لاندې ایپسونو لپاره شتون لري
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,لطفا یو مقدار ساحوي ټاکي.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,د واردولو دوتنه پورته کول ...
DocType: Assignment Rule,Last User,وروستی کارن
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}",يوه نوې دنده، {0}، چې تاسو ته د {1} ګمارل شوي دي. {2}
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,د ناستې ټاکل شوي خوندي شوي
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,دوتنه بیا پورته کړئ
DocType: Email Queue,Email Queue records.,ليک د کتار اسناد.
DocType: Post,Post,ليکنه د
DocType: Address,Punjab,پنجاب
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,له خوا د .csv د دوتنې د پورته څو دانې نوم بدلولی شی.
DocType: Workflow State,pause,وقفه
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,تاسو اجازه نه لري د دې مخ د لاسرسی.
DocType: About Us Settings,Website,وېب پاڼه
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,تاسو ته په غونډال کې د دې مخ د لاسرسی
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,یادونه: په څو غونډو کې به د ګرځنده آله صورت کې اجازه ورکړل شي
DocType: DocType,Form Settings,د فارم امستنې
apps/frappe/frappe/templates/emails/download_data.html,Download Data,ډاټا ډاونلوډ کړئ
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,د تل لپاره {0} سپارل؟
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,د دوتنې شاتړ ډاونلوډ
DocType: Address,County,County
DocType: Workflow,If Checked workflow status will not override status in list view,که معاینه ننګولې حالت به په لست محتویات دريځ نه واوړې
apps/frappe/frappe/client.py,Invalid file path: {0},د دوتنې ناباوره لاره: {0}
DocType: Workflow State,eye-open,د سترګو علني
DocType: Email Queue,Send After,وروسته وليږئ
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,لطفا یو دوتنه يا url وټاکئ
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} د ونو
DocType: User,User Emails,کارن برېښناليک
DocType: User,Username,نوم
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,زېرمه وارد کړه
apps/frappe/frappe/model/base_document.py,Value too big,ارزښت ډېر لوی
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,د دويم الخط ټیسټ
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,د ګوګل کیلنڈر غوره کړئ چې کومې پیښې ته باید هممهاله شي.
DocType: Data Import,Total Rows,ټولې رڼې
DocType: Contact,Department,ریاست
DocType: DocField,Options,غوراوي
apps/frappe/frappe/client.py,Cannot edit standard fields,کولای شي معیاري برخو نه د سمولو
DocType: Print Format,Print Format Builder,چاپ شکل جوړونکی
DocType: GCalendar Account,Calendar Name,د نوم نوم
DocType: Report,Report Manager,راپور مدير
DocType: Workflow,Document States,سند ايالات
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,اوبخښه! زه نه څه لپاره چې تاسو په لټه کې شول.
DocType: Data Migration Run,Logs,يادښتونه
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,د فلټرونو په خوندي کولو کې ستونزه وه
DocType: Custom DocPerm,This role update User Permissions for a user,دغه رول د اوسمهال لپاره د يو کارن د کارن حلال
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},نوم بدلولی شی {0}
DocType: Workflow State,zoom-out,لوډېرول-out
DocType: Data Import Beta,Import Options,غوراوي واردول
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,دابرخه دکتابتون خلاصه نه شي کولای {0} کله چې د بېلګې په توګه خلاص دی
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,جدول {0} کولای خالي نه وي
DocType: SMS Parameter,Parameter,د پاراميټر
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,انځورونه
DocType: Activity Log,Reference Owner,ماخذ خاوند
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,کوچنۍ دوران کسر واحد (سکې). لپاره د ډالرو د بيلګې په توګه 1 په سلو کې او دا باید د 0.01 داخل شي
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}",{0}، د کتارونو تر {1}
DocType: DocField,Markdown Editor,مارکډون ایډیټر
apps/frappe/frappe/model/document.py,Beginning with,سره پیل
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,د معلوماتو د وارداتو کينډۍ
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,د ناستې افتراضي ټاکلولو پر مهال یوه ستونزه رامنځته شوه
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Parent
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},موږ ستاسو څخه غوښتنه ترلاسه کړې چې ستاسو د {0} ډیټا ډاونلوډ کړئ: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",که چېرې توانول شوی، د پټنوم د قوت پر بنسټ به د لږ تر لږه پاسورډ نمره ارزښت پلي شي. د 2 ارزښت منځني قوي کېږي او 4 ډېر قوي کېږي.
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",که چېرې توانول شوی، د پټنوم د قوت پر بنسټ به د لږ تر لږه پاسورډ نمره ارزښت پلي شي. د 2 ارزښت منځني قوي کېږي او 4 ډېر قوي کېږي.
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;د ډلې غړي&quot; یا &quot;د مديريت&quot;
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',د ډګر &#39;د وګورئ&#39; ډول لپاره Default بايد يا &#39;0&#39; یا د &#39;1&#39; وي
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,پرون
DocType: Contact,Designation,ټاکل.
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,اتوماتیک لینک کول یوازې د یو بریښنالیک حساب لپاره فعال کیدی شي.
DocType: Test Runner,Test Runner,امتحان Runner
DocType: Auto Repeat,Monthly,میاشتنی
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,فعال راتلونکي
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,د خطر
DocType: Address,Email Address,بریښنالیک
DocType: Workflow State,th-large,مه-لوی
DocType: Communication,Unread Notification Sent,لېکل خبر ته وليږدول شوه
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,د صادراتو د اجازه نشته. تاسو د {0} د صادراتو رول ته اړتيا لري.
DocType: Assignment Rule,Automatically Assign Documents to Users,کاروونکو ته اتومات اسناد وسپارو
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,پاک یې کړئ
DocType: System Settings,In seconds,په ثانیو کې
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,د {0} اسنادو رد کول؟
DocType: DocType,Is Published Field,خپور ساحوي
DocType: GCalendar Settings,GCalendar Settings,د ګالالرنې ترتیبونه
DocType: Email Group,Email Group,دبرېښنا ګروپ
DocType: Event,Pulled from Google Calendar,د ګوګل کیلنڈر څخه کښل شوی
DocType: Note,Seen By,لیدل By
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Add ګڼ
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,تاسو د انرژۍ ځینې ټکي ترلاسه کړل
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,د کارن باور نشته.
DocType: Energy Point Log,Reverted,بېرته راوړل
DocType: Success Action,First Success Message,د بریالیتوب لومړی پیغام
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,ناخوښ
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},ناسم ارزښت: {0} بايد د {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)",د بدلون په برخه مال (پټيږي، readonly، اجازه او نور)
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,مننه
DocType: Workflow State,lock,لاک
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,زمونږ لپاره د تماس Page امستنې.
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,د اداري غونډال په
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",تماس انتخابونو، لکه &quot;خرڅلاو شوې پوښتن، د ملاتړ شوې پوښتن&quot; او نور هر يو يې پر يوه نوي مزي يا جلا شوي commas.
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,يوه ګڼه زياته کړه ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,انځور
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,درج
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,د ګوګل ډرایو لاسرسي ته اجازه ورکړئ
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},وټاکئ {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,مهرباني وکړئ د بیس URL نوم ولیکئ
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it",که چیرې فعال شوي ، دا سند د لیدل شوي په توګه نښه شوی ، لومړی ځل چې یو کارن یې پرانیزي
DocType: Auto Repeat,Repeat on Day,په ورځ کې تکرار کړئ
DocType: DocField,Color,رنګ
DocType: Data Migration Run,Log,يادښت
DocType: Workflow State,indent-right,indent-حق
DocType: Has Role,Has Role,لري رول
DocType: System Settings,Time in seconds to retain QR code image on server. Min:<strong>240</strong>,د ثانیو په وخت کې د QR code کوډ په سرور کې ساتل. Min: <strong>240</strong>
DocType: Dashboard Chart,Timespan,د وخت موده
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Web Link,ويب لینک
DocType: Deleted Document,Restored,بېرته
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,1 minute ago,1 دقيقه وړاندې
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.",له سیستم مدیر سربېره، له ټولګې کارن حلال رول حق لپاره چې د سند ډول نورو کارنانو لپاره پرېښلې ټاکل.
apps/frappe/frappe/website/doctype/website_theme/website_theme.js,Configure Theme,موضوع کنټرول کړئ
DocType: Company History,Company History,شرکت تاریخ
apps/frappe/frappe/desk/doctype/global_search_settings/global_search_settings.js,Reset,Reset
DocType: Workflow State,volume-up,حجم-up
apps/frappe/frappe/config/integrations.py,Webhooks calling API requests into web apps,ویبوکس په ویب ایپسونو کې د API غوښتنې غوښتنه کوي
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Show Traceback,ټرېبیک ښودل
DocType: DocType,Default Print Format,Default چاپ شکل
DocType: Workflow State,Tags,نښانونه
apps/frappe/frappe/public/js/frappe/form/workflow.js,None: End of Workflow,هيڅ: د ننګولې پايان
apps/frappe/frappe/database/mariadb/schema.py,"{0} field cannot be set as unique in {1}, as there are non-unique existing values",{0} په برخه لکه څنګه چې په {1} ساری نه جوړ شي، د غير سارې موجوده ارزښتونو شته
apps/frappe/frappe/core/page/permission_manager/permission_manager.js,Document Types,سند ډولونه
DocType: Address,Jammu and Kashmir,جمو او کشمیر
DocType: Workflow,Workflow State Field,ننګولې د بهرنیو چارو د ساحوي
DocType: Language,Guest,ميلمه
DocType: DocType,Title Field,عنوان ساحوي
DocType: Error Log,Error Log,تېروتنه ننوتنه
apps/frappe/frappe/public/js/frappe/file_uploader/FileUploader.vue,Invalid URL,ناباوره یو ار ایل
apps/frappe/frappe/public/js/frappe/ui/toolbar/energy_points_notifications.js,Last 7 days,وروستۍ days ورځې
apps/frappe/frappe/utils/password_strength.py,"Repeats like ""abcabcabc"" are only slightly harder to guess than ""abc""",لکه &quot;abcabcabc&quot; يوازې لږ څه ستونزمن په پرتله &quot;ABC&quot; فکر تکرارونه
DocType: Notification,Channel,چینل
apps/frappe/frappe/templates/emails/administrator_logged_in.html,"If you think this is unauthorized, please change the Administrator password.",که تاسو فکر کوئ چې دا غیر مجاز، لطفا د ادارې د پاسورد بدلولو لپاره.
DocType: Data Import Beta,Data Import Beta,د ډیټا وارد بیټا
apps/frappe/frappe/email/doctype/email_account/email_account.py,{0} is mandatory,{0} الزامی دی
DocType: Assignment Rule,Assignment Rules,د ګمارنې مقررات
DocType: Workflow State,eject,eject
apps/frappe/frappe/public/js/frappe/form/form.js,Field {0} not found.,ساحوي {0} ونه موندل شو.
DocType: Chat Room,Owner,خاوند
DocType: Assignment Rule,Rule,قانون
DocType: Communication,Visit,سفر
DocType: LDAP Settings,LDAP Search String,LDAP لټون تار
DocType: Translation,Translation,ژباړه
apps/frappe/frappe/desk/page/setup_wizard/install_fixtures.py,Mr,ښاغلی
DocType: OAuth Authorization Code,Client,د مراجع
apps/frappe/frappe/public/js/frappe/views/reports/report_view.js,Select Column,کالم غوره کړئ
apps/frappe/frappe/public/js/frappe/form/form.js,This form has been modified after you have loaded it,دغه فورمه بدل شوی دی وروسته تاسو بار دا
DocType: Address,Himachal Pradesh,Himachal پرادېش
DocType: System Settings,"If not set, the currency precision will depend on number format",که ټاکل شوی نه وي، د اسعارو د دقت به د شمېر شکل پورې اړه لري
DocType: System Settings,"If not set, the currency precision will depend on number format",که ټاکل شوی نه وي، د اسعارو د دقت به د شمېر شکل پورې اړه لري
apps/frappe/frappe/public/js/frappe/ui/keyboard.js,Open Awesomebar,په زړه پوری غږی خلاص کړئ
