apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,खालील अॅप्ससाठी नवीन {} रिलीझ उपलब्ध आहेत
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,कृपया एक रक्कम फील्ड निवडा.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,आयात फाइल लोड करीत आहे ...
DocType: Assignment Rule,Last User,अंतिम वापरकर्ता
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}","नवीन कार्य, {0}, तुम्हांला {1} {2} ने नियुक्त केले गेले आहे"
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,सत्र डीफॉल्ट जतन केले
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,फाईल रीलोड करा
DocType: Email Queue,Email Queue records.,ई-मेल रांग रेकॉर्ड.
DocType: Post,Post,पोस्ट
DocType: Address,Punjab,पंजाब
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,एक .csv फाइल अपलोड करून अनेक आयटम पुनर्नामित करा.
DocType: Workflow State,pause,विराम द्या
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,आपल्याला या पृष्ठात प्रवेश करण्यास परवानगी नाही.
DocType: About Us Settings,Website,वेबसाइट
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,या पृष्ठावर प्रवेश करण्यासाठी लॉग इन करणे आवश्यक आहे
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,टीप: एकाधिक सत्र मोबाइल डिव्हाइस बाबतीत दिली जाईल
DocType: DocType,Form Settings,फॉर्म सेटिंग्ज
apps/frappe/frappe/templates/emails/download_data.html,Download Data,डेटा डाउनलोड करा
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,कायमचे {0} सबमिट करायचे?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,फायली बॅकअप डाउनलोड करा
DocType: Address,County,काउंटी
DocType: Workflow,If Checked workflow status will not override status in list view,चेक-इन केले कार्यपद्धत स्थिती यादी मध्ये स्थिती पासून खोढून पुन्हा लिहीले नाहीत तर
apps/frappe/frappe/client.py,Invalid file path: {0},अवैध फाइल पाथ : {0}
DocType: Workflow State,eye-open,डोळे उघडे
DocType: Email Queue,Send After,नंतर पाठवा
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,कृपया फाइल किंवा URL निवडा
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} वृक्ष
DocType: User,User Emails,वापरकर्ता ई-मेल
DocType: User,Username,वापरकर्तानाव
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,पिन आयात करा
apps/frappe/frappe/model/base_document.py,Value too big,मूल्य खूप मोठा
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,चालवा स्क्रिप्ट कसोटी
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,कोणत्या इव्हेंटमध्ये संकालित केले जावे ते Google कॅलेंडर निवडा.
DocType: Data Import,Total Rows,एकूण पंक्ती
DocType: Contact,Department,विभाग
DocType: DocField,Options,पर्याय
apps/frappe/frappe/client.py,Cannot edit standard fields,मानक फील्ड संपादित करू शकत नाही
DocType: Print Format,Print Format Builder,मुद्रण स्वरूप बिल्डर
DocType: GCalendar Account,Calendar Name,कॅलेंडरचे नाव
DocType: Report,Report Manager,अहवाल व्यवस्थापक
DocType: Workflow,Document States,दस्तऐवज स्टेट्स
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,क्षमस्व! मी तुला शोधत असताना सापडत नव्हता.
DocType: Data Migration Run,Logs,नोंदी
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,फिल्टर जतन करताना त्रुटी आली
DocType: Custom DocPerm,This role update User Permissions for a user,वापरकरर्त्या साठी  हि भूमिका सुधारणा वापरकर्ता
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},पुनर्नामित करा {0}
DocType: Workflow State,zoom-out,झूम कमी करा
DocType: Data Import Beta,Import Options,आयात पर्याय
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,त्याच्या घटना उघडा असताना {0} उघडू शकत नाही
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,टेबल {0} रिक्त असू शकत नाही
DocType: SMS Parameter,Parameter,मापदंड
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,प्रतिमा
DocType: Activity Log,Reference Owner,संदर्भ मालक
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,लहान प्रसारित अपूर्णांक युनिट (नाणे). उदा 1 टक्के USDसाठी आणि तो 0.01 म्हणून enter केला पाहिजे
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, सलग {1}"
DocType: DocField,Markdown Editor,मार्कडाउन संपादक
apps/frappe/frappe/model/document.py,Beginning with,सह सुरू
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,डेटा आयात साचा
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,सत्र डीफॉल्ट सेट करताना त्रुटी आली
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,पालक
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},आम्हाला आपल्याशी संबंधित आपला {0} डेटा डाउनलोड करण्याची विनंती प्राप्त झाली आहे: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","सक्षम केले असल्यास, संकेतशब्द सामर्थ्य किमान पासवर्ड धावसंख्या मूल्य आधारित अंमलबजावणी केली जाईल. 2 एक मूल्य मध्यम मजबूत असल्याने आणि 4 फार मजबूत आहे."
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","सक्षम केले असल्यास, संकेतशब्द सामर्थ्य किमान पासवर्ड धावसंख्या मूल्य आधारित अंमलबजावणी केली जाईल. 2 एक मूल्य मध्यम मजबूत असल्याने आणि 4 फार मजबूत आहे."
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;टीम सदस्य&quot; किंवा &quot;व्यवस्थापन&quot;
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',शेतातील &#39;तपासा&#39; प्रकार करीता मुलभूत एकतर &#39;0&#39; किंवा &#39;1&#39; असणे आवश्यक आहे
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,काल
DocType: Contact,Designation,पदनाम
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,स्वयंचलित दुवा केवळ एका ईमेल खात्यासाठी सक्रिय केला जाऊ शकतो.
DocType: Test Runner,Test Runner,कसोटी धावणारा
DocType: Auto Repeat,Monthly,मासिक
DocType: Address,Uttarakhand,उत्तराखंड
DocType: Email Account,Enable Incoming,येणार्या सक्षम
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,धोका
DocType: Address,Email Address,ई-मेल पत्ता
DocType: Workflow State,th-large,व्या-मोठ्या
DocType: Communication,Unread Notification Sent,न वाचलेली सूचना पाठविलेला
