Press Esc to close,Pro zavření zmáčkněte Esc,
"A new task, {0}, has been assigned to you by {1}. {2}","Nový úkol, {0}, byla přiřazena k vám od {1}. {2}"
Post,Příspěvek,
Rename many items by uploading a .csv file.,Přejmenovat více položek nahráním souboru typu *.csv,
pause,pause,
You are not permitted to access this page.,Nemáte povolen přístup na tuto stránku.
Facebook Username,Facebook uživatelské jméno,
eye-open,eye-open,
Send After,Odeslat Po,
Please select a file or url,Prosím vyberte soubor nebo url,
DocField,DocField,
Comment By Fullname,Komentováno (celé jméno)
Not shared with anyone yet.,Nesdílí se s nikým dosud.
Options,Možnosti,
Cannot edit standard fields,Nelze upravit standardní pole,
Print Format Builder,Print Format Builder,
Report Manager,Manažer výpisi,
Document States,Dokument státy,
Sorry! I could not find what you were looking for.,"Je nám líto! Nemohl jsem najít to, co jste hledali."
This role update User Permissions for a user,Tato role aktualizuje uživatelská oprávnění pro uživatele,
Rename {0},Přejmenovat: {0}
zoom-out,Zmenšit,
Table {0} cannot be empty,Tabulka: {0} nemůže být prázdnt,
GitHub,GitHub,
Beginning with,počínaje,
Data Import Template,Šablona importu dat,
Parent,Nadřazeno,
"<i>document type...</i>, e.g. <b>customer</b>","<i>typ dokumentu...</i>, např.: <b>zákazník</b>"
Syntax error in Jinja template,Syntaxní chyba v šabloně Jinja,
"""Team Members"" or ""Management""","""Členové týmu"" nebo ""Vedení"""
Default for 'Check' type of field must be either '0' or '1',Výchozí hodnota pro  'zaškrtávací' pole musí být '0' nebo '1'
Enable Incoming,Povolení příchozích,
Danger,Nebezpečh,
th-large,th-large,
Unread Notification Sent,Nepřečtené oznámení Odesláno,
Export not allowed. You need {0} role to export.,Export není povolen. Potřebujete roli {0} pro exportování.
Set the display label for the field,Nastavit zobrazované označení pole,
Incorrect value: {0} must be {1} {2},Nesprávná hodnota: {0} musí být {1} {2}
"Change field properties (hide, readonly, permission etc.)","Změnit vlastnosti pole (skrýt, jen pro čtení, práva atd.)"
lock,zámek,
Settings for Contact Us Page.,Nastavení pro stránku Kontaktujte nás.
Administrator Logged In,Přihlášen Administrátor,
"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Možnosti kontaktu, např.: ""Dotaz prodeje, dotaz podpory"" atd., každý na novém řádku nebo oddělené čárkami."
Insert,Vložit,
Select {0},Vyberte {0}
Color,Barva,
indent-right,indent-right,
Web Link,Web odkaz,
"Recommended bulk editing records via import, or understanding the import format.","Doporučená hromadné editaci záznamů přes dovoz, nebo pochopení formát importu."
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Na rozdíl od správce systému, role se sadou Oprávnění uživatele právo lze nastavit oprávnění pro ostatní uživatele pro daný typ dokumentu."
Company History,Historie organizace,
volume-up,volume-up,
Only allowed {0} rows in one import,Je povoleno pouze {0} řádků v jednom importu,
"To import or update records, you must first download the template for importing.","Chcete-li importovat nebo aktualizovat záznamy, musíte nejprve stáhnout pro import šablony."
Default Print Format,Výchozí formát tisku,
Tags,tagy,
Document Types,Typy dokumentu,
Workflow State Field,Pole stavu toku (workflow)
Title Field,Titulek pole,
"If you think this is unauthorized, please change the Administrator password.","Pokud si myslíte, že to je oprávněné, prosím, změňte heslo správce."
eject,eject,
Help for User Permissions,Pomoc pro uživatele oprávněnt,
Unsubscribe link: {0},Zrušit odkaz: {0}
Visit,Návštěva,
Install,Instalovat,
Twitter Share via,Sdílet pomocí Twitter,
Embed image slideshows in website pages.,Vloží promítání obrázků do www stránky.
Workflow Action Name,Název akce toku (workflow)
DocType can not be merged,DocType nemůže být sloučen,
Fieldtype,Typ pole,
Did not cancel,Nebylo zrušeno,
plus,plus,
Scheduler Log,Log plánovače,
You,Vy,
lowercase,malá písmena,
Everyone can read,Každý může číst,
Please specify user,Prosím specifikujte uživatele,
Email Unsubscribe,Email Odhlásit,
Select an image of approx width 150px with a transparent background for best results.,Zvolte obrázek s šířkou okolo 150px a s transparentním pozadím pro nejlepší výsledek.
"Insert After field '{0}' mentioned in Custom Field '{1}', does not exist","Vložit za pole '{0}' zmiňováno v přizpůsobeném poli '{1}', neexistuje"
circle-arrow-up,circle-arrow-up,
Uploading...,Nahrávám...
italic,italic,
{0}: Cannot set Import without Create,{0}: Nelze nastavit Import bez Vytvořenc,
Post Topic,Publikovat téma,
Widths can be set in px or %.,Šířky lze nastavit v px nebo %.
Permissions get applied on Users based on what Roles they are assigned.,Práva se aplikují na uživatele na základě přiřazené role.
You are not allowed to send emails related to this document,Nemáte povoleno odesílat emaily související s tímto dokumentem,
You are not allowed to delete a standard Website Theme,Ty není dovoleno odstranit standardní webové stránky Theme,
Example,Příklad,
gift,dárek,
Reqd,Vyžadováno,
Unable to find attachment {0},Nemohu najít přílohu: {0}
Assign a permission level to the field.,Přiřadit úroveň oprávnění poli.
Show / Hide Modules,Zobrazit / skrýt moduly,
Disable Report,Vypnout Report,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Formát: frappe.query_reports['REPORTNAME'] = {}
Doclist JSON,Doclist JSON,
chevron-up,chevron-up,
Documentation,Dokumentace,
Internal record of document shares,Interní záznam akcií dokumentN,
Comment,KomentáN,
Email limit {0} crossed,Email hranice {0} překročila,
"You can change Submitted documents by cancelling them and then, amending them.",Můžete upravit Odeslané dokumenty jejich zrušením a následovnou změnou.
Display,Zobrazit,
<i>e.g. <strong>(55 + 434) / 4</strong> or <strong>=Math.sin(Math.PI/2)</strong>...</i>,<i>např.: <strong>(55 + 434) / 4</strong> or <strong>=Math.sin(Math.PI/2)</strong>...</i>
"If a Role does not have access at Level 0, then higher levels are meaningless.","Pakliže role nemá přístup na úrovni 0, pak vyšší úrovně nemají efekt."
Show more details,Zobrazit více podrobnosto,
Run scheduled jobs only if checked,Spouštět plánované operace pouze když je zaškrtnuto,
"Print Width of the field, if the field is a column in a table","Tisková šířka pole, pokud je pole sloupcem v tabulce"
headphones,sluchátka,
Bulk Email records.,Záznamy hromadných emailů.
Send download link of a recent backup to System Managers,Pošle odkaz na stažení vytvořené zálohy systémovým správcům,
e.g. replies@yourcomany.com. All replies will come to this inbox.,např. replies@yourcomany.com. Všechny odpovědi přijdou do této schránky.
Valid email and name required,Je vyžadován platný email a jméno,
Hide Heading,Skrýt záhlavo,
remove-circle,remove-circle,
Javascript to append to the head section of the page.,Javascript pro přidání do hlavičky stránky.
Reset to defaults,Obnovit výchoze,
Transition Rules,Pravidla transakce,
Example:,Příklad:
Defines workflow states and rules for a document.,Vymezuje jednotlivé stavy toků.
Show this field as title,Zobrazit toto pole jako titulek,
Fieldname {0} cannot have special characters like {1},FieldName {0} nemůže mít speciální znaky jako {1}
Error: Document has been modified after you have opened it,"Chyba: Dokument byl upraven poté, co jste ho otevřeli"
{0}: Cannot set Assign Submit if not Submittable,{0}: Nelze nastavit Odeslat když není Odeslatelnk,
Facebook,Facebook,
"Filtered by ""{0}""",Filtrováno podle &quot;{0}&quot;
Message from {0},Zpráva z {0}
Blog Title,Titulek blogu,
Edit to set heading,Upravit pro nastavení záhlavu,
Team Members,Členové týmu,
Please attach a file or set a URL,Prosím přiložte soubor nebo nastavte adresu URL,
Permissions,Oprávněnu,
plus-sign,plus-sign,
<i>module name...</i>,<i>název modulu...</i>
Public,Veřejnt,
Email Account not setup. Please create a new Email Account from Setup > Email > Email Account,E-mailový účet není nastaven. Prosím vytvořte nový e-mailový účet v Nastavení> E-mail> E-mailový účet,
Block Module,Block Module,
Export Template,Šablona exportu,
Module,Modul,
Send Alert On,Odeslat upozornění (kdy)
Website URL,URL webu,
"Customize Label, Print Hide, Default etc.","Přizpůsobit popisek, skrýt tisk, výchozí atd."
Create a New Format,Vytvořit nový formát,
Add a banner to the site. (small banners are usually good),Přidat banner na stránku. (malé bannery bývají ok)
Set Banner from Image,Nastavit banner z obrázku,
User {0} cannot be deleted,Uživatel: {0} nemůže být vymazán,
Another transaction is blocking this one. Please try again in a few seconds.,Další transakce blokuje tento jeden. Zkuste to prosím znovu za několik sekund.
Field Name,Název pole,
or,nebo,
Continue,Pokračovat,
Fieldname,Název pole,
certificate,certifikát,
Tile,Dlaždice,
