A4,A4
API Endpoint,نقطة اتصال API
API Key,مفتاح API
Access Token,رمز وصول
Account,حساب
Accounts Manager,مدير حسابات
Accounts User,مستخدم حسابات
Action,إجراء
Actions,الإجراءات
Active,نشط
Add,إضافة
Add Comment,أضف تعليق
Add Row,اضف سطر
Address,عنوان
Address Line 2,العنوان سطر 2
Address Title,إسم العنوان
Address Type,نوع العنوان
Administrator,مدير
All Day,طوال اليوم
Allow Delete,السماح بالحذف
Amended From,معدل من
Amount,كمية
Applicable For,قابل للتطبيق ل
Approval Status,حالة الموافقة
Assign,تخصيص
Assign To,نخصيص إلى
Attachment,مرفق
Attachments,المرفقات
Author,مؤلف
Auto Repeat,تكرار تلقائي
Base URL,الرابط الأساسي
Based On,إستنادًا إلى
Beginner,مبتدئ
Billing,الفواتير
Cancel,إلغاء
Category,فئة
Category Name,اسم القئة
City,المدينة
City/Town,المدينة / البلدة
Client,العميل
Client ID,رمز تعريف العميل
Client Secret,سر العميل
Closed,مغلق
Code,رمز
Collapse All,طي الكل
Color,اللون
Company Name,اسم الشركة
Condition,الشرط
Contact,اتصال
Contact Details,تفاصيل الاتصال
Content,المحتوى
Content Type,نوع المحتوى
Create,انشاء
Created By,مُنشأ بواسطه
Current,الحالي
Custom HTML,مخصصة HTML
Custom?,تخصيص؟
Date Format,صيغة التاريخ
Datetime,التاريخ والوقت
Day,اليوم
Default Letter Head,رأس الرسالة الافتراضي
Defaults,الافتراضات
Delivery Status,حالة التسليم
Department,القسم
Details,تفاصيل
Document Name,اسم المستند
Document Status,حالة المستند
Document Type,نوع الوثيقة
Domain,إسم المِلكية
Domains,أسماء الملكية
Draft,مسودّة
Edit,تحرير
Email Account,حساب البريد الإلكتروني
Email Address,عنوان البريد الإلكتروني
Email ID,رمز البريد الألكتروني
Email Sent,تم إرسال البريد الإلكتروني
Email Template,قالب البريد الإلكتروني
Enable,تمكين
Enabled,تم التمكين
End Date,تاريخ النهاية
Error Code: {0},رمز الخطأ: {0}
Error Log,سجل الأخطاء
Event,حدث
Expand All,توسيع الكل
Fail,فشل
Failed,باءت بالفشل
Fax,فاكس
Feedback,الملاحظات
Female,أنثى
Field Name,إسم الخانة
Fieldname,إسم الخانة
Fields,الخانات
First Name,الاسم الأول
Frequency,معدل التكرار
Friday,الجمعة
From,من
Full,كامل
Full Name,الاسم الكامل
Further nodes can be only created under 'Group' type nodes,"يمكن إنشاء المزيد من العقد ضمن عقد ""المجموعة"" فقط"
Gender,النوع
GitHub Sync ID,معرف مزامنة HitHub
Guest,ضيف
Half Day,نصف اليوم
Half Yearly,نصف سنوي
High,عالي
Hourly,كل ساعة
Hub Sync ID,معرف مزامنة المحور
IP Address,عنوان IP
Image,صورة
Image View,عرض الصورة
Import Data,إستيراد البيانات
Import Log,سجل الاستيراد
Inactive,غير نشط
Insert,إدراج
Interests,الإهتمامات
Introduction,مقدمة
Is Active,نشط
Is Completed,قد اكتمل
Is Default,افتراضي
Kanban Board,لوح تعليمات كانبان
Label,ملصق
Language Name,اسم اللغة
Last Name,اسم العائلة
Leaderboard,المتصدرين
Letter Head,ترئيس الرسالة
Level,المستوى
Limit,الحد
Log,سجل
Logs,السجلات
Low,منخفض
Maintenance Manager,مدير الصيانة
Maintenance User,مستخدم الصيانة
Male,ذكر
Mandatory,إلزامي
Mapping,رسم الخرائط
Mapping Type,نوع رسم الخرائط
Medium,متوسط
Meeting,إجتماع
Message Examples,أمثلة رسالة
Method,طريقة
Middle Name,الاسم الأوسط
Middle Name (Optional),الاسم الأوسط (اختياري)
Monday,يوم الاثنين
Monthly,شهريا
More,أكثر
More Information,المزيد من المعلومات
More...,المزيد...
Move,تحريك
My Account,حسابي
New Address,عنوان جديد
New Contact,جهة اتصال جديدة
Next,التالي
No Data,لا توجد بيانات
No address added yet.,لم تتم إضافة عنوان حتى الآن.
No contacts added yet.,لم تتم إضافة جهات اتصال حتى الآن.
No items found.,لم يتم العثور على عناصر.
None,لا شيء
Not Permitted,غير مسموح
Not active,غير نشط
Notes,ملاحظات
Number,رقم
Online,متصل بالإنترنت
Operation,عملية
Options,خيارات
Other,آخر
Owner,مالك
Page Missing or Moved,الصفحة مفقودة أو تم نقلها
Parameter,المُعامِل
Password,كلمة السر
Payment Gateway,بوابة الدفع
Payment Gateway Name,اسم بوابة الدفع
Payments,المدفوعات
Period,الفترة
Pincode,رمز Pin
Plan Name,اسم الخطة
Please enable pop-ups,يرجى تمكين النوافذ المنبثقة
Please select Company,برجاء اختيار الشركة
Please select {0},برجاء اختيار {0}
Please set Email Address,يرجى وضع عنوان البريد الإلكتروني
Portal,بوابة
Portal Settings,إعدادات البوابة
Preview,معاينة
Primary,أساسي
Print Format,صيغة الطباعة
Print Settings,إعدادات الطباعة
Print taxes with zero amount,طباعة الضرائب مع مبلغ صفر
Private,خاص
Property,ممتلكات
Public,عام
Published,تم النشر
Purchase Manager,مدير المشتريات
Purchase Master Manager,المدير الرئيسي للمشتريات
Purchase User,مستخدم المشتريات
Query Options,خيارات الاستعلام
Range,النطاق
Rating,التقييم
Received,تم الاستقبال
Recipients,المستلمين
Redirect URL,إعادة توجيه URL
Reference,المرجع
Reference Date,تاريخ المرجع
Reference Document,وثيقة مرجعية
Reference Document Type,نوع الوثيقة المرجعية
Reference Owner,مالك المرجع
Reference Type,نوع المرجع
Refresh Token,تحديث الرمز
Region,المنطقة
Rejected,مرفوض
