apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,เปิดตัว {{@} ใหม่สำหรับแอปพลิเคชันต่อไปนี้
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,โปรดเลือกฟิลด์ยอดเงิน
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,กำลังโหลดไฟล์นำเข้า ...
DocType: Assignment Rule,Last User,ผู้ใช้งานล่าสุด
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}",งานใหม่ {0} ได้รับมอบหมายให้กับคุณโดย {1} {2}
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,บันทึกค่าเริ่มต้นของเซสชันแล้ว
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,โหลดไฟล์ซ้ำ
DocType: Email Queue,Email Queue records.,บันทึกคิวอีเมล์
DocType: Post,Post,เสา
DocType: Address,Punjab,ปัญจาบ
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,เปลี่ยนชื่อ หลายรายการ โดยการอัปโหลดไฟล์ CSV .
DocType: Workflow State,pause,หยุด
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,คุณยังไม่ได้รับอนุญาตให้เข้าถึงหน้านี้
DocType: About Us Settings,Website,เว็บไซต์
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,คุณต้องเข้าสู่ระบบเพื่อเข้าถึงหน้านี้
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,หมายเหตุ: หลายครั้งจะได้รับอนุญาตในกรณีของโทรศัพท์มือถือ
DocType: DocType,Form Settings,การตั้งค่าแบบฟอร์ม
apps/frappe/frappe/templates/emails/download_data.html,Download Data,ดาวน์โหลดข้อมูล
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,อย่างถาวร ส่ง {0}?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,ดาวน์โหลดไฟล์สำรอง
DocType: Address,County,เขต/อำเภอ
DocType: Workflow,If Checked workflow status will not override status in list view,ถ้าสถานะเวิร์กโฟลว์การยืมจะไม่แทนที่สถานะในมุมมองรายการ
apps/frappe/frappe/client.py,Invalid file path: {0},เส้นทางของไฟล์ไม่ถูกต้อง: {0}
DocType: Workflow State,eye-open,ตาเปิด
DocType: Email Queue,Send After,หลังจากที่ส่ง
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,โปรดเลือกไฟล์หรือพิมพ์ URL
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} ทรี
DocType: User,User Emails,อีเมล์ของผู้ใช้
DocType: User,Username,ชื่อผู้ใช้
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,นำเข้า Zip
apps/frappe/frappe/model/base_document.py,Value too big,ค่ามีขนาดใหญ่เกินไป
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,เรียกใช้การทดสอบสคริปต์
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,เลือก Google ปฏิทินที่จะซิงค์กิจกรรม
DocType: Data Import,Total Rows,แถวรวม
DocType: Contact,Department,แผนก
DocType: DocField,Options,ตัวเลือก
apps/frappe/frappe/client.py,Cannot edit standard fields,ไม่สามารถแก้ไข เขตข้อมูลมาตรฐาน
DocType: Print Format,Print Format Builder,พิมพ์รูปแบบสร้าง
DocType: GCalendar Account,Calendar Name,ชื่อปฏิทิน
DocType: Report,Report Manager,จัดการรายงาน
DocType: Workflow,Document States,เอกสารสหรัฐอเมริกา
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,ขออภัย! ฉันไม่สามารถหาสิ่งที่คุณกำลังมองหา
DocType: Data Migration Run,Logs,บันทึก
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,เกิดข้อผิดพลาดในการบันทึกตัวกรอง
DocType: Custom DocPerm,This role update User Permissions for a user,บทบาทนี้ สิทธิ์ การปรับปรุง ผู้ใช้งานของ ผู้ใช้
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},เปลี่ยนชื่อ {0}
DocType: Workflow State,zoom-out,ซูมออก
DocType: Data Import Beta,Import Options,ตัวเลือกนำเข้า
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,ไม่สามารถเปิด {0} เมื่อ ตัวอย่าง ที่ เปิดให้บริการ
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,ตารางที่ {0} ไม่ว่างเปล่า
DocType: SMS Parameter,Parameter,พารามิเตอร์
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,ภาพ
DocType: Activity Log,Reference Owner,เจ้าของอ้างอิง
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,หน่วยที่เล็กที่สุดส่วนการไหลเวียน (เหรียญ) สำหรับเช่นร้อยละ 1 เหรียญสหรัฐและมันควรจะป้อนเป็น 0.01
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}",{0} แถว {1}
DocType: DocField,Markdown Editor,Markdown Editor
apps/frappe/frappe/model/document.py,Beginning with,เริ่มต้นด้วย
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,ข้อมูลนำเข้าแม่แบบ
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,เกิดข้อผิดพลาดขณะตั้งค่าค่าเริ่มต้นของเซสชัน
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,ผู้ปกครอง
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},เราได้รับคำขอจากคุณให้ดาวน์โหลดข้อมูล {0} ที่เกี่ยวข้องกับ: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",หากเปิดใช้งานความแรงของรหัสผ่านจะถูกบังคับใช้ตามค่าคะแนนรหัสผ่านขั้นต่ำ ค่าเฉลี่ย 2 มีความแข็งแรงปานกลางและ 4 มีความแข็งแรงมาก
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",หากเปิดใช้งานความแรงของรหัสผ่านจะถูกบังคับใช้ตามค่าคะแนนรหัสผ่านขั้นต่ำ ค่าเฉลี่ย 2 มีความแข็งแรงปานกลางและ 4 มีความแข็งแรงมาก
DocType: About Us Settings,"""Team Members"" or ""Management""","“สมาชิกในทีม"" หรือ ""ผู้บริหาร"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',เริ่มต้นสำหรับ 'ตรวจสอบ' ประเภทของข้อมูลต้องเป็น '0' หรือ '1'
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,เมื่อวาน
DocType: Contact,Designation,การแต่งตั้ง
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,การเชื่อมโยงอัตโนมัติสามารถเปิดใช้งานได้สำหรับบัญชีอีเมลเดียวเท่านั้น
DocType: Test Runner,Test Runner,วิ่งทดสอบ
DocType: Auto Repeat,Monthly,รายเดือน
DocType: Address,Uttarakhand,ตราขั ณ ฑ์
DocType: Email Account,Enable Incoming,เปิดใช้งานเข้ามา
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,อันตราย
DocType: Address,Email Address,ที่อยู่อีเมล
DocType: Workflow State,th-large,-th ใหญ่
DocType: Communication,Unread Notification Sent,แจ้งส่งยังไม่ได้อ่าน
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,ส่งออก ไม่ได้รับอนุญาต คุณต้อง {0} บทบาท ในการส่งออก
DocType: Assignment Rule,Automatically Assign Documents to Users,กำหนดเอกสารให้กับผู้ใช้โดยอัตโนมัติ
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,เลิกตรึง
DocType: System Settings,In seconds,ภายในไม่กี่วินาที
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,ยกเลิกเอกสาร {0} หรือไม่?
DocType: DocType,Is Published Field,มีการเผยแพร่สนาม
DocType: GCalendar Settings,GCalendar Settings,การตั้งค่า GCalendar
DocType: Email Group,Email Group,กลุ่มอีเมล์
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Calendar - ไม่สามารถลบกิจกรรม {0} จาก Google ปฏิทิน, รหัสข้อผิดพลาด {1}"
DocType: Event,Pulled from Google Calendar,ดึงจาก Google ปฏิทิน
DocType: Note,Seen By,เห็นโดย
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,เพิ่มหลายรายการ
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,คุณได้รับคะแนนพลังงานบางส่วน
apps/frappe/frappe/core/doctype/user/user.py,Not a valid User Image.,ไม่ใช่รูปภาพผู้ใช้ที่ถูกต้อง
DocType: Energy Point Log,Reverted,หวนกลับ
DocType: Success Action,First Success Message,ข้อความแสดงความสำเร็จเป็นครั้งแรก
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js,Not Like,ไม่ชอบ
apps/frappe/frappe/model/document.py,Incorrect value: {0} must be {1} {2},ค่าไม่ถูกต้อง: {0} จะต้อง {1} {2}
apps/frappe/frappe/config/customization.py,"Change field properties (hide, readonly, permission etc.)","เปลี่ยนคุณสมบัติ เขตข้อมูล (ซ่อน , อ่านได้อย่างเดียว ได้รับอนุญาต ฯลฯ )"
apps/frappe/frappe/public/js/frappe/form/sidebar/review.js,Appreciate,ซาบซึ้ง
DocType: Workflow State,lock,ล็อค
apps/frappe/frappe/config/website.py,Settings for Contact Us Page.,การตั้งค่าสำหรับหน้าติดต่อเรา
apps/frappe/frappe/core/doctype/user/user.py,Administrator Logged In,ผู้ดูแลระบบเข้าสู่ระบบ
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.",ตัวเลือกการติดต่อเช่น &quot;แบบสอบถามขายการสนับสนุนแบบสอบถาม&quot; ฯลฯ แต่ละบรรทัดใหม่หรือคั่นด้วยเครื่องหมายจุลภาค
apps/frappe/frappe/public/js/frappe/ui/tag_editor.js,Add a tag ...,เพิ่มแท็ก ...
apps/frappe/frappe/public/js/frappe/form/print.js,Portrait,ภาพเหมือน
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta_list.js,Insert,แทรก
apps/frappe/frappe/integrations/doctype/google_drive/google_drive.py,Allow Google Drive Access,ที่อนุญาตให้เข้าถึงใน Google Drive
apps/frappe/frappe/public/js/frappe/form/link_selector.js,Select {0},เลือก {0}
apps/frappe/frappe/integrations/doctype/social_login_key/social_login_key.py,Please enter Base URL,โปรดป้อน URL พื้นฐาน
DocType: DocType,"If enabled, the document is marked as seen, the first time a user opens it",หากเปิดใช้งานเอกสารจะถูกทำเครื่องหมายตามที่เห็นเป็นครั้งแรกที่ผู้ใช้เปิดเอกสาร
DocType: Auto Repeat,Repeat on Day,ทำซ้ำในวัน
DocType: DocField,Color,สี
DocType: Data Migration Run,Log,เข้าสู่ระบบ
DocType: Workflow State,indent-right,เยื้องขวา
DocType: Has Role,Has Role,มีบทบาท
