apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,可以使用以下應用程序的新{}版本
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,請選擇一個金額字段。
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,正在載入匯入檔案...
DocType: Assignment Rule,Last User,最後用戶
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}",一個新的任務，{0}，已分配給您{1}。 {2}
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,會話默認值已保存
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,重新載入檔案
DocType: Email Queue,Email Queue records.,電子郵件隊列記錄。
DocType: Post,Post,文章
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,通過上傳csv文件重命名多個項目。
DocType: Workflow State,pause,暫停
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,你不允許訪問此頁面。
DocType: About Us Settings,Website,網站
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,您需要登錄才能訪問該頁面
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,注：多個會議將在移動設備的情況下，被允許
DocType: DocType,Form Settings,表單設置
apps/frappe/frappe/templates/emails/download_data.html,Download Data,下載數據
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,下載文件備份
DocType: Address,County,縣
DocType: Workflow,If Checked workflow status will not override status in list view,如果經過工作流狀態不會覆蓋列表視圖狀態
apps/frappe/frappe/client.py,Invalid file path: {0},無效的文件路徑：{0}
DocType: Workflow State,eye-open,眼開
DocType: Email Queue,Send After,發送後
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,請選擇一個文件或URL
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0}樹
DocType: User,User Emails,用戶電子郵件
DocType: User,Username,用戶名
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,導入郵編
apps/frappe/frappe/model/base_document.py,Value too big,值過大
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,運行腳本測試
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,選擇要同步哪個事件的Google日曆。
DocType: Data Import,Total Rows,總行數
DocType: Contact,Department,部門
DocType: DocField,Options,選項
apps/frappe/frappe/client.py,Cannot edit standard fields,無法編輯標準欄位
DocType: Print Format,Print Format Builder,列印格式生成器
DocType: GCalendar Account,Calendar Name,日曆名稱
DocType: Report,Report Manager,報告管理
DocType: Workflow,Document States,文件規定
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,對不起！我無法找到你所期待的。
DocType: Data Migration Run,Logs,日誌
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,儲存篩選條件時發生錯誤
DocType: Custom DocPerm,This role update User Permissions for a user,這個角色更新用戶權限的用戶
DocType: Workflow State,zoom-out,縮小
DocType: Data Import Beta,Import Options,導入選項
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,無法打開{0} ，當它的實例是開放的
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,表{0}不能為空
DocType: SMS Parameter,Parameter,參數
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,圖片
DocType: Activity Log,Reference Owner,參考者
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,最小的循環部分單元（硬幣）。對於如1％用於美元，因此應輸入為0.01
DocType: DocField,Markdown Editor,Markdown編輯
apps/frappe/frappe/model/document.py,Beginning with,開頭
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,數據導入模板
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,設置會話默認值時發生錯誤
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,親
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},我們已收到您的請求，要求您下載與{1}相關聯的{0}數據
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",如果啟用，密碼強度將根據最低密碼分數值執行。值2為中等強度，4為非常強。
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",如果啟用，密碼強度將根據最低密碼分數值執行。值2為中等強度，4為非常強。
DocType: About Us Settings,"""Team Members"" or ""Management""",“團隊成員”或“管理”
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',預設為“查詢”字段類型必須是'0'或'1'
DocType: Contact,Designation,指定
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,只能為一個電子郵件帳戶激活自動鏈接。
DocType: Test Runner,Test Runner,測試運行
DocType: Auto Repeat,Monthly,每月一次
DocType: Email Account,Enable Incoming,啟用傳入
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,危險
DocType: Address,Email Address,電子郵件地址
DocType: Workflow State,th-large,TH-大
DocType: Communication,Unread Notification Sent,未讀發送通知
