apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +247,Press Esc to close,Tryk på Esc for at lukke
apps/frappe/frappe/desk/form/assign_to.py +153,"A new task, {0}, has been assigned to you by {1}. {2}","En ny opgave, {0}, er blevet tildelt til dig af {1}. {2}"
apps/frappe/frappe/desk/page/chat/chat_main.html +14,Post,Indlæg
apps/frappe/frappe/config/setup.py +109,Rename many items by uploading a .csv file.,Omdøb mange elementer ved at uploade en .csv-fil.
DocType: Workflow State,pause,pause
apps/frappe/frappe/www/desk.py +18,You are not permitted to access this page.,Du har ikke tilladelse til at få adgang til denne side.
DocType: About Us Settings,Website,Websted
DocType: User,Facebook Username,Facebook Brugernavn
apps/frappe/frappe/public/js/legacy/form.js +745,Permanently Submit {0}?,Permanent Indsend {0}?
DocType: Workflow State,eye-open,eye-open
DocType: Email Queue,Send After,Send Efter
apps/frappe/frappe/utils/file_manager.py +31,Please select a file or url,Vælg en fil eller url
apps/frappe/frappe/public/js/frappe/views/treeview.js +62,{0} Tree,{0} Tree
DocType: DocField,DocField,DocField
DocType: DocField,Options,Optioner
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +402,Cannot edit standard fields,Kan ikke redigere standard felter
DocType: Print Format,Print Format Builder,Print Format Builder
DocType: Report,Report Manager,Rapportstyring
DocType: Workflow,Document States,Dokument stater
apps/frappe/frappe/public/js/frappe/views/pageview.js +102,Sorry! I could not find what you were looking for.,"Undskyld! Jeg kunne ikke finde det, du leder efter."
DocType: DocPerm,This role update User Permissions for a user,Denne rolle opdatering Bruger Tilladelser for en bruger
apps/frappe/frappe/public/js/frappe/model/model.js +479,Rename {0},Omdøbe {0}
DocType: Workflow State,zoom-out,zoom-out
apps/frappe/frappe/public/js/legacy/form.js +66,Cannot open {0} when its instance is open,Kan ikke åbne {0} når dens forekomst er åben
apps/frappe/frappe/model/document.py +859,Table {0} cannot be empty,Tabel {0} kan ikke være tomt
apps/frappe/frappe/public/js/frappe/views/reports/grid_report.js +850,With Ledgers,Med Ledgers
DocType: Social Login Keys,GitHub,GitHub
apps/frappe/frappe/model/document.py +833,Beginning with,Begyndende med
apps/frappe/frappe/core/page/data_import_tool/exporter.py +51,Data Import Template,Data Import Skabelon
apps/frappe/frappe/public/js/frappe/model/model.js +31,Parent,Parent
DocType: About Us Settings,"""Team Members"" or ""Management""",&quot;Team medlemmer&quot; eller &quot;Management&quot;
apps/frappe/frappe/core/doctype/doctype/doctype.py +326,Default for 'Check' type of field must be either '0' or '1',Standard for &quot;Kontrollér&quot; type felt skal enten være &#39;0&#39; eller &#39;1&#39;
apps/frappe/frappe/public/js/frappe/misc/pretty_date.js +45,Yesterday,I går
DocType: Email Account,Enable Incoming,Aktiver indgående
DocType: Workflow State,Danger,Fare
apps/frappe/frappe/www/login.html +18,Email Address,E-mail-adresse
DocType: Workflow State,th-large,th-large
DocType: Communication,Unread Notification Sent,Ulæst meddelelse Sent
apps/frappe/frappe/public/js/frappe/misc/tools.js +8,Export not allowed. You need {0} role to export.,Eksport ikke tilladt. Du har brug for {0} rolle at eksportere.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +177,Set the display label for the field,Indstil displayet etiket for feltet
apps/frappe/frappe/model/document.py +850,Incorrect value: {0} must be {1} {2},Forkert værdi: {0} skal være {1} {2}
apps/frappe/frappe/config/setup.py +238,"Change field properties (hide, readonly, permission etc.)","Skift field egenskaber (skjul, skrivebeskyttet, tilladelse etc.)"
DocType: Workflow State,lock,lås
apps/frappe/frappe/config/website.py +74,Settings for Contact Us Page.,Indstillinger for siden Kontakt os.
apps/frappe/frappe/core/doctype/user/user.py +644,Administrator Logged In,Administrator logget ind
DocType: Contact Us Settings,"Contact options, like ""Sales Query, Support Query"" etc each on a new line or separated by commas.","Kontakt muligheder, som &quot;Sales Query, Support Query&quot; etc hver på en ny linje eller adskilt af kommaer."
apps/frappe/frappe/public/js/frappe/ui/editor.js +446,Insert,Indsæt
apps/frappe/frappe/public/js/frappe/form/link_selector.js +20,Select {0},Vælg {0}
DocType: Print Settings,Classic,Klassisk
DocType: Desktop Icon,Color,Farve
apps/frappe/frappe/public/js/frappe/views/reports/query_report.js +52,For ranges,For intervaller
DocType: Workflow State,indent-right,led-højre
apps/frappe/frappe/public/js/frappe/ui/upload.html +12,Web Link,Web Link
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +33,"Recommended bulk editing records via import, or understanding the import format.","Anbefalet bulk-redigering poster via import, eller forstå import format."
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +36,"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Bortset fra System Manager, roller med Set User Tilladelser ret kan angive tilladelser for andre brugere til at Dokumenttype."
DocType: Company History,Company History,Virksomhedens historie
DocType: Workflow State,volume-up,volumen-up
apps/frappe/frappe/core/page/data_import_tool/importer.py +46,Only allowed {0} rows in one import,Kun tilladt {0} rækker i én import
apps/frappe/frappe/core/page/data_import_tool/data_import_main.html +4,"To import or update records, you must first download the template for importing.","Til import eller opdatere poster, skal du først downloade skabelonen til import."
DocType: DocType,Default Print Format,Standard Print Format
DocType: Workflow State,Tags,Tags
apps/frappe/frappe/public/js/frappe/form/workflow.js +33,None: End of Workflow,Ingen: Slutningen af Workflow
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +47,Document Types,Dokumenttyper
DocType: Workflow,Workflow State Field,Workflow State Field
DocType: Blog Post,Guest,Gæst
DocType: DocType,Title Field,Titel Field
apps/frappe/frappe/core/doctype/user/user.py +641,"If you think this is unauthorized, please change the Administrator password.","Hvis du synes, det er uberettiget, skal du ændre administratoradgangskoden."
apps/frappe/frappe/email/doctype/email_account/email_account.py +65,{0} is mandatory,{0} er obligatorisk
DocType: Workflow State,eject,skubbe
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +16,Help for User Permissions,Hjælp til Bruger Tilladelser
DocType: Standard Reply,Owner,Ejer
DocType: Communication,Visit,Besøg
apps/frappe/frappe/desk/page/applications/application_row.html +16,Install,Installer
DocType: Custom Script,Client,Klient
apps/frappe/frappe/config/website.py +23,Embed image slideshows in website pages.,Integrer billede slideshows i websider.
apps/frappe/frappe/email/doctype/newsletter/newsletter.js +19,Send,Sende
DocType: Workflow Action,Workflow Action Name,Workflow Action Name
apps/frappe/frappe/core/doctype/doctype/doctype.py +172,DocType can not be merged,DocType kan ikke flettes
DocType: Web Form Field,Fieldtype,FieldType
DocType: Newsletter,Email Sent?,E-mail Sendt?
apps/frappe/frappe/desk/form/save.py +50,Did not cancel,Ikke annullere
DocType: Workflow State,plus,plus
DocType: Scheduler Log,Scheduler Log,Scheduler Log
apps/frappe/frappe/public/js/frappe/misc/user.js +58,You,Du
DocType: Website Theme,lowercase,små bogstaver
DocType: Print Format,Helvetica,Helvetica
DocType: Note,Everyone can read,Alle kan læse
apps/frappe/frappe/email/doctype/newsletter/newsletter.py +32,Newsletter has already been sent,Nyhedsbrev er allerede blevet sendt
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +33,Please specify user,Angiv venligst bruger
DocType: Email Unsubscribe,Email Unsubscribe,Email Afmeld
DocType: Website Settings,Select an image of approx width 150px with a transparent background for best results.,Vælg et billede på ca bredde 150px med en gennemsigtig baggrund for de bedste resultater.
apps/frappe/frappe/public/js/frappe/form/templates/grid_body.html +12,Add multiple rows,Tilføj flere rækker
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +527,The first user will become the System Manager (you can change this later).,Den første bruger bliver System Manager (du kan ændre dette senere).
DocType: Workflow State,circle-arrow-up,cirkel-pil-up
apps/frappe/frappe/public/js/frappe/upload.js +156,Uploading...,Uploader ...
DocType: Workflow State,italic,kursiv
apps/frappe/frappe/core/doctype/doctype/doctype.py +537,{0}: Cannot set Import without Create,{0}: Kan ikke sætte Import uden Opret
apps/frappe/frappe/public/js/frappe/views/reports/reportview.js +677,Drag to sort columns,Træk for at sortere kolonner
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +2,Widths can be set in px or %.,Bredder kan indstilles i px eller%.
apps/frappe/frappe/public/js/frappe/form/print.js +99,Start,Start
DocType: User,First Name,Fornavn
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +6,Permissions get applied on Users based on what Roles they are assigned.,"Tilladelser bliver anvendt på brugere baseret på, hvad Roller de er tildelt."
apps/frappe/frappe/public/js/frappe/views/communication.js +373,You are not allowed to send emails related to this document,Det er ikke tilladt at sende e-mails relateret til dette dokument
apps/frappe/frappe/website/doctype/website_theme/website_theme.py +30,You are not allowed to delete a standard Website Theme,Du har ikke lov til at slette en standard hjemmeside tema
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +199,Example,Eksempel
DocType: Workflow State,gift,gave
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +203,Reqd,Reqd
apps/frappe/frappe/core/doctype/communication/email.py +233,Unable to find attachment {0},Kan ikke finde vedhæftet fil {0}
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +191,Assign a permission level to the field.,Tildele et tilladelsesniveau til feltet.
apps/frappe/frappe/config/setup.py +44,Show / Hide Modules,Vis / Skjul Moduler
apps/frappe/frappe/core/doctype/report/report.js +37,Disable Report,Deaktiver rapport
DocType: Report,JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Format: frappe.query_reports [&#39;rapportnavn&#39;] = {}
DocType: Version,Doclist JSON,Doclist JSON
DocType: Workflow State,chevron-up,chevron-up
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +37,Documentation,Dokumentation
DocType: DocShare,Internal record of document shares,Intern registrering af dokumenter aktier
DocType: Workflow State,Comment,Kommentar
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +17,"You can change Submitted documents by cancelling them and then, amending them.","Du kan ændre Indsendte dokumenter ved at annullere dem og derefter, om ændring af dem."
DocType: DocField,Display,Udstilling
DocType: Email Group,Total Subscribers,Total Abonnenter
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +25,"If a Role does not have access at Level 0, then higher levels are meaningless.","Hvis en Rolle ikke har adgang på niveau 0, så højere niveauer er meningsløse."
DocType: Communication,Seen,Set
apps/frappe/frappe/public/js/frappe/form/layout.js +97,Show more details,Vis flere detaljer
DocType: System Settings,Run scheduled jobs only if checked,"Kør planlagte job, hvis kontrolleret"
DocType: User,"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Indtast standard værdi felter (nøgler) og værdier. Hvis du tilføjer flere værdier for et felt, vil den første blive plukket. Disse standardindstillinger bruges også til at indstille &quot;match&quot; regler tilladelse. Hvis du vil se en liste over felter, gå til &quot;Tilpas Form&quot;."
DocType: Communication,Message,Besked
DocType: Customize Form Field,"Print Width of the field, if the field is a column in a table","Print Bredde af feltet, hvis feltet er en søjle i en tabel"
DocType: Dropbox Backup,Dropbox Access Key,Dropbox adgangsnøgle
DocType: Workflow State,headphones,hovedtelefoner
DocType: Email Account,e.g. replies@yourcomany.com. All replies will come to this inbox.,f.eks replies@yourcomany.com. Alle svar vil komme til denne indbakke.
apps/frappe/frappe/templates/includes/login/login.js +35,Valid email and name required,Gyldig e-mail og navn påkrævet
DocType: DocType,Hide Heading,Skjul Overskrift
DocType: Workflow State,remove-circle,fjern-cirkel
apps/frappe/frappe/config/website.py +64,Javascript to append to the head section of the page.,Javascript for at tilføje til hovedet afsnit på siden.
apps/frappe/frappe/custom/doctype/customize_form/customize_form.js +71,Reset to defaults,Nulstil til standardindstillinger
DocType: Workflow,Transition Rules,Overgangsregler
apps/frappe/frappe/core/doctype/report/report.js +11,Example:,Eksempel:
DocType: Workflow,Defines workflow states and rules for a document.,Definerer workflow stater og regler for et dokument.
DocType: Workflow State,Filter,Filter
DocType: DocType,Show this field as title,Vis dette felt som titel
apps/frappe/frappe/model/db_schema.py +546,Fieldname {0} cannot have special characters like {1},Feltnavn {0} kan ikke have specielle tegn som {1}
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +339,Select Your Language,Vælg dit sprog
apps/frappe/frappe/model/document.py +504,Error: Document has been modified after you have opened it,"Fejl: Dokument er blevet ændret, efter at du har åbnet det"
apps/frappe/frappe/core/doctype/doctype/doctype.py +558,{0}: Cannot set Assign Submit if not Submittable,{0}: Kan ikke sætte Tildel Indsend hvis ikke Submittable
DocType: Social Login Keys,Facebook,Facebook
apps/frappe/frappe/www/list.py +52,"Filtered by ""{0}""",Filtreret efter &quot;{0}&quot;
DocType: DocType,Administrator,Administrator
apps/frappe/frappe/desk/page/chat/chat.js +54,Message from {0},Besked fra {0}
DocType: Communication,Closed,Lukket
DocType: Blog Settings,Blog Title,Blog Titel
DocType: Newsletter,Newsletter,Nyhedsbrev
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_layout.html +12,Edit to set heading,Rediger for at sætte overskrift
DocType: About Us Settings,Team Members,Team Medlemmer
apps/frappe/frappe/public/js/frappe/upload.js +83,Please attach a file or set a URL,Vedlæg en fil eller sætte en URL
DocType: Async Task,System Manager,System Manager
DocType: DocField,Permissions,Tilladelser
DocType: Dropbox Backup,Allow Dropbox Access,Tillad Dropbox Access
DocType: User,Get your globally recognized avatar from Gravatar.com,Få din globalt anerkendt avatar fra Gravatar.com
DocType: Workflow State,plus-sign,plus-tegnet
DocType: Workflow State,Refresh,Opdater
DocType: Event,Public,Offentlig
apps/frappe/frappe/public/js/frappe/ui/listing.js +52,Nothing to show,Intet at vise
apps/frappe/frappe/public/js/frappe/form/footer/attachments.js +211,Upload Attachment,Upload Attachment
DocType: Block Module,Block Module,Block Module
