apps/frappe/frappe/utils/change_log.py,New {} releases for the following apps are available,Nieuwe {} releases voor de volgende apps zijn beschikbaar
apps/frappe/frappe/website/doctype/web_form/web_form.py,Please select a Amount Field.,Selecteer een veld Aantal.
apps/frappe/frappe/core/doctype/data_import_beta/data_import_beta.js,Loading import file...,Importbestand laden ...
DocType: Assignment Rule,Last User,Laatste gebruiker
apps/frappe/frappe/desk/form/assign_to.py,"A new task, {0}, has been assigned to you by {1}. {2}","Een nieuwe taak, {0}, is aan u toegewezen door {1}. {2}"
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,Session Defaults Saved,Standaardwaarden sessie opgeslagen
apps/frappe/frappe/public/js/frappe/form/controls/attach.js,Reload File,Bestand opnieuw laden
DocType: Email Queue,Email Queue records.,E-mail Queue verslagen.
DocType: Post,Post,Bericht
DocType: Address,Punjab,Punjab
apps/frappe/frappe/config/settings.py,Rename many items by uploading a .csv file.,Hernoemen van veel onderdelen door het uploaden van een .csv-bestand.
DocType: Workflow State,pause,pauze
apps/frappe/frappe/public/js/frappe/web_form/webform_script.js,You are not permitted to access this page.,U bent niet toegestaan om deze pagina te bekijken.
DocType: About Us Settings,Website,Website
apps/frappe/frappe/www/third_party_apps.py,You need to be logged in to access this page,Je moet ingelogd zijn om toegang te krijgen tot deze pagina
DocType: System Settings,Note: Multiple sessions will be allowed in case of mobile device,Opmerking: meerdere sessies zullen in het geval van mobiele apparatuur worden toegestaan
DocType: DocType,Form Settings,Formulierinstellingen
apps/frappe/frappe/templates/emails/download_data.html,Download Data,Gegevens downloaden
apps/frappe/frappe/public/js/frappe/form/form.js,Permanently Submit {0}?,Definitief {0} invoeren?
apps/frappe/frappe/desk/page/backups/backups.js,Download Files Backup,Bestanden Backup downloaden
DocType: Address,County,Provincie
DocType: Workflow,If Checked workflow status will not override status in list view,Als Gecontroleerd workflow-status niet status lijstweergave overschrijft
apps/frappe/frappe/client.py,Invalid file path: {0},Ongeldig pad: {0}
DocType: Workflow State,eye-open,oog-open
DocType: Email Queue,Send After,Stuur Na
apps/frappe/frappe/utils/file_manager.py,Please select a file or url,Selecteer een bestand of url
apps/frappe/frappe/public/js/frappe/views/treeview.js,{0} Tree,{0} Boom
DocType: User,User Emails,gebruiker Emails
DocType: User,Username,Gebruikersnaam
apps/frappe/frappe/public/js/frappe/views/file/file_view.js,Import Zip,Zip importeren
apps/frappe/frappe/model/base_document.py,Value too big,Waarde te groot
DocType: DocField,DocField,DocField
DocType: GSuite Settings,Run Script Test,Run Script Test
apps/frappe/frappe/desk/doctype/event/event.py,Select Google Calendar to which event should be synced.,Selecteer Google Agenda met welk evenement moet worden gesynchroniseerd.
DocType: Data Import,Total Rows,Totale rijen
DocType: Contact,Department,Afdeling
DocType: DocField,Options,Opties
apps/frappe/frappe/client.py,Cannot edit standard fields,Kan standaard velden niet bewerken
DocType: Print Format,Print Format Builder,Print Format Builder
DocType: GCalendar Account,Calendar Name,Kalendernaam
DocType: Report,Report Manager,Report Manager
DocType: Workflow,Document States,Document Staten
apps/frappe/frappe/public/js/frappe/views/pageview.js,Sorry! I could not find what you were looking for.,Sorry! Ik kon niet vinden wat u zoekt.
DocType: Data Migration Run,Logs,Logs
apps/frappe/frappe/public/js/frappe/views/kanban/kanban_view.js,There was an error saving filters,Er was een fout bij het opslaan van filters
DocType: Custom DocPerm,This role update User Permissions for a user,Deze rol werkt Gebruikersmachtigingen voor een gebruiker bij
apps/frappe/frappe/public/js/frappe/model/model.js,Rename {0},Hernoemen {0}
DocType: Workflow State,zoom-out,uitzoomen
DocType: Data Import Beta,Import Options,Importeer opties
apps/frappe/frappe/public/js/frappe/form/form.js,Cannot open {0} when its instance is open,Kan {0} niet openen wanneer er een instantie van is geopend
apps/frappe/frappe/model/document.py,Table {0} cannot be empty,Tabel {0} mag niet leeg zijn
DocType: SMS Parameter,Parameter,Parameter
apps/frappe/frappe/public/js/frappe/list/list_sidebar.html,Images,Afbeeldingen
DocType: Activity Log,Reference Owner,eigenaar ref
DocType: Currency,Smallest circulating fraction unit (coin). For e.g. 1 cent for USD and it should be entered as 0.01,"Kleinste circulerende fractie eenheid (munt). Voor bijvoorbeeld 1 cent voor USD en het moet worden ingevoerd als 0,01"
DocType: Social Login Key,GitHub,GitHub
apps/frappe/frappe/model/base_document.py,"{0}, Row {1}","{0}, Rij {1}"
DocType: DocField,Markdown Editor,Markdown Editor
apps/frappe/frappe/model/document.py,Beginning with,beginnend met
apps/frappe/frappe/core/doctype/data_export/exporter.py,Data Import Template,Data Import Sjabloon
apps/frappe/frappe/public/js/frappe/ui/toolbar/toolbar.js,An error occurred while setting Session Defaults,Er is een fout opgetreden bij het instellen van standaardwaarden voor sessies
apps/frappe/frappe/public/js/frappe/model/model.js,Parent,Bovenliggend
apps/frappe/frappe/templates/emails/download_data.html,We have received a request from you to download your {0} data associated with: {1},We hebben een verzoek van u ontvangen om uw {0} gegevens te downloaden die zijn gekoppeld aan: {1}
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Indien ingeschakeld, wordt de wachtwoordsterkte afgedwongen op basis van de minimum wachtwoordcijferwaarde. Een waarde van 2 is medium sterk en 4 is zeer sterk."
DocType: System Settings,"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Indien ingeschakeld, wordt de wachtwoordsterkte afgedwongen op basis van de minimum wachtwoordcijferwaarde. Een waarde van 2 is medium sterk en 4 is zeer sterk."
DocType: About Us Settings,"""Team Members"" or ""Management""","""Teamleden"" of ""Management"""
apps/frappe/frappe/core/doctype/doctype/doctype.py,Default for 'Check' type of field must be either '0' or '1',Standaard voor 'Check' type veld moet ofwel '0' of '1' zijn
apps/frappe/frappe/public/js/frappe/utils/pretty_date.js,Yesterday,Gisteren
DocType: Contact,Designation,Benaming
apps/frappe/frappe/email/doctype/email_account/email_account.py,Automatic Linking can be activated only for one Email Account.,Automatisch koppelen kan slechts voor één e-mailaccount worden geactiveerd.
DocType: Test Runner,Test Runner,Test Runner
DocType: Auto Repeat,Monthly,Maandelijks
DocType: Address,Uttarakhand,Uttarakhand
DocType: Email Account,Enable Incoming,Inschakelen Binnenkomend
apps/frappe/frappe/core/doctype/version/version_view.html,Danger,Gevaar
DocType: Address,Email Address,E-mailadres
DocType: Workflow State,th-large,th-large
DocType: Communication,Unread Notification Sent,Melding 'Ongelezen' verstuurd
apps/frappe/frappe/public/js/frappe/utils/tools.js,Export not allowed. You need {0} role to export.,Exporteren niet toegestaan. Je hebt rol {0} nodig om te kunnen exporteren .
DocType: Assignment Rule,Automatically Assign Documents to Users,Wijs automatisch documenten toe aan gebruikers
apps/frappe/frappe/public/js/frappe/social/components/Post.vue,Unpin,losmaken
DocType: System Settings,In seconds,In seconden
apps/frappe/frappe/public/js/frappe/list/list_view.js,Cancel {0} documents?,{0} documenten annuleren?
DocType: DocType,Is Published Field,Wordt gepubliceerd Field
DocType: GCalendar Settings,GCalendar Settings,GCalendar-instellingen
DocType: Email Group,Email Group,E-mail Group
apps/frappe/frappe/integrations/doctype/google_calendar/google_calendar.py,"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Agenda - Kon gebeurtenis {0} niet verwijderen uit Google Agenda, foutcode {1}."
DocType: Event,Pulled from Google Calendar,Getrokken uit Google Agenda
DocType: Note,Seen By,Gezien door
apps/frappe/frappe/public/js/frappe/form/grid.js,Add Multiple,Meerdere toevoegen
apps/frappe/frappe/social/doctype/energy_point_log/energy_point_log.py,You gained some energy points,Je hebt wat energiepunten verdiend
