Connector Type,Connector Type
Provider Name,Verskaffer Naam
Name cannot contain special characters like {0},Naam kan nie spesiale karakters bevat soos {0}
Enable Gradients,Aktiveer gradiënte
Default Sort Order,Verstek Rangorde
Showing only Numeric fields from Report,Wys slegs Numeriese velde uit Verslag
folder-open,gids oop
Is Table,Is Tabel
Unable to open attached file. Did you export it as CSV?,Kan nie aangehegte lêer oopmaak nie. Het jy dit as CSV uitgevoer?
No Copy,Geen kopie
Default Value,Standaard waarde
Append To is mandatory for incoming mails,Byvoeging is verpligtend vir inkomende posse
Data Migration Mapping Detail,Data Migrasie Mapping Detail
Unfollow,Unfollow
"PDF printing via ""Raw Print"" is not yet supported. Please remove the printer mapping in Printer Settings and try again.",PDF-druk via &quot;Raw Print&quot; word nog nie ondersteun nie. Verwyder asseblief die drukkaart in Drukkerinstellings en probeer weer.
Please check your registered email address for instructions on how to proceed. Do not close this window as you will have to return to it.,"Gaan asseblief jou geregistreerde e-pos adres vir instruksies oor hoe om voort te gaan. Moenie hierdie venster toemaak nie, want jy sal daarheen moet terugkeer."
Insert Column Before {0},Voeg kolom voor {0}
GCalendar Settings,GCalendar-instellings
HTML for header section. Optional,HTML vir hoofstuk. opsioneel
_report,_report
Code,kode
Fraction Units,Breukeenhede
Export Customizations,Pasmaak aanpassings uit
Force,Force
User Email,Gebruiker Email
 Advanced Settings,Gevorderde instellings
Redirect To,Herlei na
Stopped,gestop
Google API Credentials,Google API-geloofsbriewe
Subject,Vak
Revert,terugkeer
File backup is ready,Lêer Friends is gereed
Add custom javascript to forms.,Voeg pasgemaakte javascript by vorms.
Add custom forms.,Voeg gepasmaakte vorms by.
This report was generated on {0},Hierdie verslag is gegenereer op {0}
This document has been reverted,Hierdie dokument is teruggestel
Mapping Type,Mapping Type
Please select document type first.,Kies asseblief dokumenttipe eerste.
Make use of longer keyboard patterns,Maak gebruik van langer sleutelbordpatrone
Are you sure you want to delete the attachment?,Is jy seker jy wil die aanhangsel uitvee?
