 by Role , by Role 
 is not set, is not set
"""Company History""","""회사 연혁"""
"""Team Members"" or ""Management""","""팀 회원""또는 ""관리"""
'In List View' not allowed for type {0} in row {1},'목록보기'허용되지 않는 유형에 대한 {0} 행에서 {1}
0 - Draft; 1 - Submitted; 2 - Cancelled,0 - 초안; 1 - 제출; 2 - 취소
0 is highest,0은 가장 높은
"000 is black, fff is white","000 블랙, FFF은 흰색입니다"
2 days ago,1 일 전
"<a href=""https://en.wikipedia.org/wiki/Transport_Layer_Security"" target=""_blank"">[?]</a>","만약 당신이 좋아 href=""https://en.wikipedia.org/wiki/Transport_Layer_Security""의 target=""_blank""> [?]&lt;/a&gt;"
"<a onclick=""msgprint('<ol>\<li><b>field:[fieldname]</b> - By Field\<li><b>naming_series:</b> - By Naming Series (field called naming_series must be present\<li><b>Prompt</b> - Prompt user for a name\<li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####\</ol>')"">Naming Options</a>","<의 onclick = ""msgprint ( '<OL> \ <LI>의 <b> 필드 : [필드 이름] </ B> - 필드에 \ <LI>의 <b> naming_series : </ B > - 시리즈 명명하여 (naming_series라는 필드가 있어야합니다 \ <LI>의 <b> 프롬프트 </ B> - 이름에 대한 프롬프트 사용자 \ <LI>의 <b> 【시리즈】 </ . B> - 접두사 (점으로 구분) 계열 별, 예를 들어 PRE에 대한 # # # # # \ </ OL> ') ""> 옵션을 명명 </ A>"
<b>new</b> <i>type of document</i>,문서의 <b> 새로운 </ B> <I> 유형 </ I>
"<i>document type...</i>, e.g. <b>customer</b>","<I> 문서 유형 ... </ I>, 예를 들어 고객의 <b> </ B>"
<i>e.g. <strong>(55 + 434) / 4</strong> or <strong>=Math.sin(Math.PI/2)</strong>...</i>,<I> 등의 <strong> (55 + 434) / 4 </ STRONG> 또는의 <strong> = Math.sin 이런 (Math.PI / 2) </ STRONG> ... </ I>
<i>module name...</i>,<I> 모듈 이름 ... </ I>
<i>text</i> <b>in</b> <i>document type</i>,<I> 텍스트 </ I>의 <b>있는 </ b>을 문서 형식 </ I> <I>
A user can be permitted to multiple records of the same DocType.,사용자는 동일한 문서 종류의 다중 기록에 허용 될 수있다.
About,약
About Us Settings,회사 설정 정보
About Us Team Member,우리 팀 구성원에 대한
Action,행위
Actions,수행
"Actions for workflow (e.g. Approve, Cancel).","워크 플로 작업 (예를 들어, 취소, 양해 해주십시오)."
Add,추가
Add A New Rule,새 규칙을 추가
Add A User Permission,사용자 권한 추가
Add Attachments,첨부 파일을 추가
Add Bookmark,북마크 추가
Add CSS,CSS 추가
Add Column,열 추가
Add Google Analytics ID: eg. UA-89XXX57-1. Please search help on Google Analytics for more information.,Google 웹 로그 분석 ID를 추가 : 예.UA-89XXX57-1.자세한 내용은 Google 웹 로그 분석에 대한 도움말을 검색하십시오.
Add Message,메시지 추가
Add New Permission Rule,새 권한 규칙 추가
Add Reply,댓글 추가
Add Total Row,요약 행에게 추가
Add a New Role,새 역할 추가
Add a banner to the site. (small banners are usually good),사이트에 배너를 추가합니다. (작은 배너는 일반적으로 좋다)
Add all roles,모든 역할을 추가
Add attachment,첨부파일 추가
Add code as &lt;script&gt;,<SCRIPT>과 같은 코드를 추가
Add custom javascript to forms.,형태의 사용자 정의 자바 스크립트를 추가합니다.
Add fields to forms.,양식에 필드를 추가합니다.
Add multiple rows,여러 행을 추가
Add new row,새 행을 추가
"Add the name of <a href=""http://google.com/webfonts"" target=""_blank"">Google Web Font</a> e.g. ""Open Sans""","만약 당신이 좋아하면 것인지의 href=""http://google.com/webfonts""의 target=""_blank""> 구글 웹 글꼴의 이름을 추가 </ A> 예 ""오픈 산세 """
Add to To Do,할 일에 추가
Add to To Do List Of,의 명부를 추가
Added {0} ({1}),추가 {0} ({1})
Adding System Manager to this User as there must be atleast one System Manager,이상이어야 하나의 시스템 관리자가 있어야합니다으로이 사용하기 위해 시스템 관리자를 추가
Additional Info,추가 정보
Additional Permissions,추가 권한
Address,주소
Address Line 1,1 호선 주소
Address Line 2,2 호선 주소
Address Title,주소 제목
Address and other legal information you may want to put in the footer.,주소 및 기타 법적 정보는 바닥 글에 배치 할 수 있습니다.
Admin,"<li><a href=""/admin/"">Admin</a></li>"
All Applications,모든 응용 프로그램
All Day,하루 종일
All customizations will be removed. Please confirm.,모든 사용자 지정이 제거됩니다.확인하시기 바랍니다.
"All possible Workflow States and roles of the workflow. <br>Docstatus Options: 0 is""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","가능한 모든 워크 플로 상태 및 워크 플로의 역할. <BR> Docstatus 옵션 : 0 ""저장""입니다, 1 ""제출""하고 2 ""취소""한다"
Allow Attach,연결 허용
Allow Import,허용 가져 오기
Allow Import via Data Import Tool,허용 데이터 가져 오기 가져 오기 도구를 통해
Allow Rename,이름 변경이 허용
Allow on Submit,제출에 허용
Allow user to login only after this hour (0-24),사용자는이 시간 이후 (0-24)에 로그인 할 수 있도록 허용
Allow user to login only before this hour (0-24),사용자는이 시간 전에 (0-24)에 로그인 할 수 있도록 허용
Allowed,허용
"Allowing DocType, DocType. Be careful!","허용 문서 종류, 문서 종류.주의!"
Already Registered,이미 등록
Already in user's To Do list,이미 사용자의 목록을 할 수있는
Alternative download link,대체 다운로드 링크
"Alternatively, you can also specify 'auto_email_id' in site_config.json","또는, 당신은 또한 site_config.json에 'auto_email_id'를 지정할 수 있습니다"
Always use above Login Id as sender,항상 보낸 사람으로 로그인 아이디 위에 사용
Amend,수정
"An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [<a href=""http://favicon-generator.org/"" target=""_blank"">favicon-generator.org</a>]",". ICO 확장자를 가진 아이콘 파일.16 × 16 PX해야한다.파비콘 생성기를 사용하여 생성됩니다. [만약 당신이 좋아 href=""http://favicon-generator.org/"" target=""_blank""> 파비콘-generator.org </ A>]"
"Another {0} with name {1} exists, select another name","또 다른 {0} 이름이 {1} 존재, 다른 이름을 선택"
Any existing permission will be deleted / overwritten.,기존의 모든 권한은 / 덮어 삭제됩니다.
Anyone Can Read,누구나 읽을 수
Anyone Can Write,누구나 쓸 수있다
"Apart from Role based Permission Rules, you can apply User Permissions based on DocTypes.","떨어져 역할 기반 권한 규칙에서, 당신은 doctype에 기반으로 사용자 권한을 적용 할 수 있습니다."
"Apart from System Manager, roles with 'Set User Permissions' right can set permissions for other users for that Document Type.",외에도 시스템 관리자에서 '설정 사용자 권한의 권리와 역할은 그 문서 형식에 대한 다른 사용자의 권한을 설정할 수 있습니다.
App Name,앱 이름
App not found,앱을 찾을 수 없습니다
Application Installer,응용 프로그램 설치
Applications,용도
Apply Style,스타일 적용
Apply User Permissions,사용자 권한을 적용합니다
Are you sure you want to delete the attachment?,당신은 당신이 첨부 파일을 삭제 하시겠습니까?
Arial,굴림
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","가장 좋은 방법은 다른 역할에 대한 사용 권한 규칙의 집합을 할당하지 않습니다.대신, 동일한 사용자가 여러 역할을 설정합니다."
Ascending,오름차순
Assign To,에 할당
Assigned By,할당 한
Assigned To,담당자
Assigned To Fullname,전체 이름에 할당
Assigned To/Owner,/ 소유자에 할당
Assignment Added,할당 추가
Assignment Status Changed,할당 상태가 변경됨
Assignments,지정
Attach,첨부
Attach Document Print,문서 인쇄를 부착
Attach as web link,웹 링크로 연결
Attached To DocType,문서 종류에 부착
Attached To Name,이름에 부착
Attachments,첨부
Auto Email Id,자동 이메일 아이디
Auto Name,자동차 이름
Auto generated,자동 생성
Avatar,화신
Back to Login,위로 로그인
Background Color,배경 색상
Background Image,배경이미지
Background Style,배경 스타일
Banner,기치
Banner HTML,배너 HTML
Banner Image,배너 이미지
Banner is above the Top Menu Bar.,배너 상단 메뉴 표시 줄 이상입니다.
Begin this page with a slideshow of images,이미지의 슬라이드 쇼이 페이지를 시작합니다
Beginning with,로 시작하는
Belongs to,속한
Bio,바이오
Birth Date,생년월일
Blog Category,블로그 카테고리
Blog Intro,소개에게 블로그
Blog Introduction,블로그 소개
Blog Post,블로그 포스트
Blog Settings,블로그 설정
Blog Title,블로그 제목
Blogger,Blogger
Bookmarks,북마크
Both login and password required,필요한 로그인과 암호가 모두
