feat(Assignment Rule): Rule to assign based on field value	https://github.com/frappe/frappe/pull/11619
feat: Allow custom desk pages	https://github.com/frappe/frappe/pull/10338
feat: API to show report summary	https://github.com/frappe/frappe/pull/9263
feat(Email Account): Allow email append to for other doctypes	https://github.com/frappe/frappe/pull/8603
feat: fetch email account signature in email dialog	https://github.com/frappe/frappe/pull/12133
feat: Custom DocType Dashboards	https://github.com/frappe/frappe/pull/9872
feat: Dashboard view for DocTypes	https://github.com/frappe/frappe/pull/10000
feat(document naming): Rule based naming of documents	https://github.com/frappe/frappe/pull/11439
feat: allow linking dashboard in desk page	https://github.com/frappe/frappe/pull/10359
feat: Added permission to grant only `Select` access to document	https://github.com/frappe/frappe/pull/12063
feat: yet another desk	https://github.com/frappe/frappe/pull/9617
feat: Child table pagination	https://github.com/frappe/frappe/pull/8786
feat: Custom and Report type Number Card	https://github.com/frappe/frappe/pull/11022
feat: Add map view on sidebar 	https://github.com/frappe/frappe/pull/11202
feat: Contextual translation and Translation Tool	https://github.com/frappe/frappe/pull/9636
feat(system console): Added a System Console to help in debugging and Console Log	https://github.com/frappe/frappe/pull/11306
feat: New Page Builder in Web Page	https://github.com/frappe/frappe/pull/10035
feat(routing): New routing style, not using hashes, also /desk -> /app	https://github.com/frappe/frappe/pull/11917
feat: allow list structure to be changed for the web view	https://github.com/frappe/frappe/pull/9431
feat: New Page Builder in Web Page	https://github.com/frappe/frappe/pull/10035
feat: Bulk restore documents in Deleted Document List view	https://github.com/frappe/frappe/pull/11094
feat: Client Script for List views	https://github.com/frappe/frappe/pull/12590
